,Player ID,Season,Rec Air Yards,Rec Avg Yards,Rec Broken Tackles,Rec Catchable Passes,Rec Dropped Passes,Rec Longest,Rec Longest TD,Rec Receptions,Rec Red Zone Targets,Rec Targets,Rec Touchdowns,Rec Yards,Rec Yards After Catch,Rec Yards After Contact
1547,8506c15c-15cc-4d2c-aebf-270c605fe0ec,2017,95,12.444,2,5,5,51,7,18,2,35,1,224,129,58
1548,b13ba4c3-5761-40fb-aa6a-935f09c39a6b,2017,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1549,b6325c85-c313-4cfb-a299-9884d5e9e389,2017,44,26.5,0,0,0,35,0,2,0,2,0,53,9,2
1550,bd01d907-cd57-48cb-9136-5692a4764a20,2017,130,15.909,0,0,0,35,0,11,0,16,0,175,45,10
1551,c3859e06-5f23-4302-a71b-04820a899d5f,2017,632,12.506,7,7,7,44,36,83,10,122,8,1038,406,154
1552,d96ff17c-841a-4768-8e08-3a4cfcb7f717,2017,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1553,e033ce15-9fc5-430b-90e2-90dfe52b21c1,2017,6,7.833,0,0,0,11,0,6,0,8,0,47,41,8
1554,00f88be8-45f9-4237-b2b8-3271ec790d07,2017,387,14.167,2,6,6,87,87,48,5,96,7,680,293,60
1555,0ee05dd7-e99e-43c8-ba2b-0922be1d8be1,2017,178,24.222,0,2,2,64,64,9,0,18,3,218,40,2
1556,27e60657-f73d-4125-906d-aa72cc3477dc,2017,351,10.581,0,4,4,29,19,43,3,65,1,455,104,35
1557,2e56cca7-b898-4aac-bbc5-b5bda9163be1,2017,58,8.889,0,1,1,26,0,9,0,13,0,80,22,4
1558,3b7a1409-d154-4e5c-8c94-9d4a0e0993c7,2017,447,12.741,3,8,8,35,29,54,4,86,2,688,241,41
1559,5a20a439-bebc-4ef7-8b9f-30e1d677a26b,2017,9,5.5,1,0,0,9,0,6,0,7,0,33,24,8
1560,6733b953-de77-44e5-acbf-c2d3a0940243,2017,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1561,82bce0be-9a87-4b6d-a85b-623bf8d1674e,2017,-13,7.55,5,4,4,25,0,20,1,31,0,151,164,47
1562,9f026fc0-4449-4dc5-a226-2e2830619381,2017,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1563,be449b4d-799c-4045-8e9e-e8a7fd7c2cc8,2017,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1564,c78c299b-7c73-40fc-9155-2ede7f9849c7,2017,29,9.481,1,2,2,39,6,27,1,36,1,256,227,71
1565,c7b7d27f-97c3-4c12-95c4-36205175c959,2017,32,5.794,3,4,3,15,4,34,2,45,1,197,165,43
1566,cf23126f-055b-4617-819b-bb4bcb84541a,2017,44,9.5,1,1,1,21,0,8,0,11,0,76,32,8
1567,da85107c-365c-4d58-90ab-479d97d798b4,2017,125,9.968,3,1,1,59,0,31,3,42,0,309,184,70
1568,fe767946-236d-4c04-9c59-5e3edd51acfe,2017,428,10.655,6,6,6,41,41,58,5,101,8,618,190,58
1569,26b9c11d-c557-4bef-b990-65498858df47,2017,282,21.133,0,2,2,53,37,15,3,23,3,317,35,0
1570,36f62824-1cdb-4e9e-8a11-55df97e562b9,2017,11,8.25,0,1,1,14,0,4,0,9,0,33,22,2
1571,37339e36-741c-4c1c-a9ab-bd89ed866fa0,2017,26,10.632,1,0,0,81,81,19,1,23,1,202,176,25
1572,3c2db5b7-77bf-4c52-bb77-b0fe3cf89e5e,2017,325,10.717,1,4,3,56,0,53,1,78,0,568,243,18
1573,43e8a6ac-d451-4dbd-b145-797764f91494,2017,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1574,4595c8ea-9d85-4504-8a34-2c8a02349105,2017,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1575,4f4f888c-08d3-4ea8-ab8f-0ddcf8bf195e,2017,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1576,6259f62d-e16f-4369-a3be-ca02f79f3026,2017,23,6.833,0,0,0,12,0,6,1,7,0,41,18,7
1577,7092bb09-a161-4ab9-8d19-fdcf1a91bb3d,2017,189,8.722,0,1,1,54,7,36,6,63,4,314,125,8
1578,86197778-8d4b-4eba-affe-08ef7be7c70b,2017,0,0.0,0,0,0,3,0,0,0,0,0,0,0,0
1579,955093e0-39aa-48b4-b34d-259b369e6535,2017,4,5.2,0,0,0,12,0,5,0,5,0,26,22,8
1580,bd10efdf-d8e7-4e23-ab1a-1e42fb65131b,2017,1,6.429,0,1,1,13,0,7,0,9,0,45,44,10
1581,beb64618-614c-49f7-a3aa-c0c75b7839ea,2017,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1582,bef8b2b4-78bd-4a4d-bb5d-6b55ada9ef6a,2017,-12,10.346,1,2,2,72,72,26,3,38,2,269,281,47
1583,d0f9112d-2496-450a-9fc5-d2d01b4d2454,2017,14,12.5,0,0,0,18,0,2,0,2,0,25,11,5
1584,e017e12b-07a7-4a35-b837-2faa9ffe3ce8,2017,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1585,059e5bb7-1842-4558-9aaf-77c352a21216,2017,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1586,15b156b5-30cc-4070-b60a-1c09e62c5a9b,2017,-5,10.429,0,0,0,16,0,7,0,12,0,73,78,9
1587,596c4000-ede5-45b0-8336-33efeb686d2b,2017,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1588,5c529c33-8a1d-413a-b635-880ac86f30c1,2017,586,13.842,0,5,3,53,53,57,9,120,9,789,203,44
1589,5ec072b3-2837-4cf1-bb4f-ecd873949626,2017,4,11.2,0,1,0,22,0,5,0,8,0,56,52,5
1590,69568326-f210-4b88-a5cb-10376c64893e,2017,-5,12.3,0,1,1,28,15,10,2,15,2,123,128,14
1591,93cb5790-1012-4c42-bccb-5748c27ba7d6,2017,183,14.125,0,2,2,64,64,16,0,22,1,226,43,8
1592,a735765c-3ca8-4557-b06e-a30fd415982c,2017,295,11.944,0,8,8,59,59,36,1,68,2,430,135,10
1593,bb78a66a-a8ec-4294-8858-c7e5a1d15106,2017,-18,9.1,3,2,2,32,17,10,2,14,1,91,109,22
1594,bc0f07a4-3e7b-4e61-987a-05533dc225be,2017,213,10.783,0,1,1,27,27,23,3,31,5,248,35,14
