,Season,Team ID,TKey,Punt Attempts,Punt Avg Hang Time,Punt Avg Net Yards,Punt Avg Yards,Punt Blocked,Punt Hangtime,Punt Inside 20,Punt Longest,Punt Net Yards,Punt Return Yards,Punt Touchbacks,Punt Yards
26,2012,0d855753-ea21-4953-89f9-0e20aff9eb73,0d855753-ea21-4953-89f9-0e20aff9eb732012,74,4.46,43.189,50.095,0,330.01000000000005,20,70,3196,391,6,3707
27,2012,f0e724b0-4cbf-495a-be47-013907608da9,f0e724b0-4cbf-495a-be47-013907608da92012,67,4.439,43.239,48.149,0,297.4,36,66,2897,249,4,3226
28,2012,de760528-1dc0-416a-a978-b510d20692ff,de760528-1dc0-416a-a978-b510d20692ff2012,112,4.382,41.375,46.509,0,490.80000000000007,46,70,4634,415,8,5209
29,2012,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,3d08af9e-c767-4f88-a7dc-b920c6d2b4a82012,65,4.394,40.785,45.585,0,285.59999999999997,30,73,2651,252,3,2963
30,2013,768c92aa-75ff-4a43-bcc0-f2798c2e1724,768c92aa-75ff-4a43-bcc0-f2798c2e17242013,96,4.348,36.115,42.958,0,417.4,26,66,3467,477,9,4124
31,2013,4809ecb0-abd3-451d-9c4a-92a90b83ca06,4809ecb0-abd3-451d-9c4a-92a90b83ca062013,85,4.118,42.388,48.824,0,350.00000000000006,33,74,3603,407,7,4150
32,2013,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,5fee86ae-74ab-4bdd-8416-42a9dd9964f32013,89,4.372,38.977,45.659,1,384.70000000000005,24,84,3430,488,5,4018
33,2013,97354895-8c77-4fd4-a860-32e62ea7382a,97354895-8c77-4fd4-a860-32e62ea7382a2013,77,4.33,39.779,45.753,0,333.3999999999999,29,65,3063,221,12,3523
34,2013,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,ad4ae08f-d808-42d5-a1e6-e9bc4e34d1232013,75,4.313,39.947,44.4,0,323.50000000000006,27,75,2996,254,4,3330
35,2013,d5a2eb42-8065-4174-ab79-0a6fa820e35e,d5a2eb42-8065-4174-ab79-0a6fa820e35e2013,86,4.205,38.071,43.682,1,357.4,28,59,3236,357,6,3713
36,2013,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,ebd87119-b331-4469-9ea6-d51fe3ce2f1c2013,91,4.228,39.322,45.978,1,380.5,27,69,3539,419,9,4138
37,2013,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,cb2f9f1f-ac67-424e-9e72-1475cb0ed3982013,76,4.121,36.16,41.667,1,309.09999999999997,17,70,2712,313,5,3125
38,2013,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd92013,77,4.416,38.987,46.039,1,335.6000000000001,27,65,2963,396,7,3499
39,2013,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de2013,95,4.425,40.516,45.663,0,420.4,31,61,3849,330,8,4338
40,2013,82d2d380-3834-4938-835f-aec541e5ece7,82d2d380-3834-4938-835f-aec541e5ece72013,88,4.633,39.989,47.602,0,407.69999999999993,34,65,3519,530,7,4189
41,2013,d26a1ca5-722d-4274-8f97-c92e49c96315,d26a1ca5-722d-4274-8f97-c92e49c963152013,79,4.409,40.205,43.41,1,343.90000000000003,32,63,3136,210,2,3386
42,2013,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,ce92bd47-93d5-4fe9-ada4-0fc681e6caa02013,66,4.568,39.369,44.508,1,296.9,23,60,2559,274,3,2893
43,2013,6680d28d-d4d2-49f6-aace-5292d3ec02c2,6680d28d-d4d2-49f6-aace-5292d3ec02c22013,89,4.335,40.318,45.841,1,381.50000000000006,35,65,3548,246,12,4034
44,2013,1c1cec48-6352-4556-b789-35304c1a6ae1,1c1cec48-6352-4556-b789-35304c1a6ae12013,86,4.221,41.06,48.893,2,354.59999999999997,23,66,3449,438,11,4107
45,2013,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,e627eec7-bbae-4fa4-8e73-8e1d6bc5c0602013,77,4.586,39.065,45.026,0,353.09999999999997,30,62,3008,339,6,3467
46,2013,386bdbf9-9eea-4869-bb9a-274b0bc66e80,386bdbf9-9eea-4869-bb9a-274b0bc66e802013,83,4.293,40.951,44.89,1,352.0,33,70,3358,223,5,3681
47,2013,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,04aa1c9d-66da-489d-b16a-1dee3f2eec4d2013,91,4.191,38.198,46.934,0,381.4,25,68,3476,655,7,4271
48,2013,22052ff7-c065-42ee-bc8f-c4691c50e624,22052ff7-c065-42ee-bc8f-c4691c50e6242013,85,4.22,34.179,41.976,1,354.49999999999994,26,63,2871,655,0,3526
49,2013,7b112545-38e6-483c-a55c-96cf6ee49cb8,7b112545-38e6-483c-a55c-96cf6ee49cb82013,69,4.109,38.412,40.632,1,279.40000000000003,27,65,2612,111,2,2763
50,2013,c5a59daa-53a7-4de0-851f-fb12be893e9e,c5a59daa-53a7-4de0-851f-fb12be893e9e2013,73,4.413,40.958,47.208,1,317.70000000000005,22,72,2949,250,10,3399
51,2013,a20471b4-a8d9-40c7-95ad-90cc30e46932,a20471b4-a8d9-40c7-95ad-90cc30e469322013,64,4.303,38.953,44.594,0,275.4,22,62,2493,261,5,2854
52,2013,33405046-04ee-4058-a950-d606f8c30852,33405046-04ee-4058-a950-d606f8c308522013,75,4.268,39.173,44.213,0,320.1,23,65,2938,318,3,3316
53,2013,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,4254d319-1bc7-4f81-b4ab-b5e6f3402b692013,87,4.348,38.31,44.207,0,378.30000000000007,19,62,3333,393,6,3846
54,2013,e6aa13a4-0055-48a9-bc41-be28dc106929,e6aa13a4-0055-48a9-bc41-be28dc1069292013,70,4.599,42.279,46.559,2,312.69999999999993,26,63,2875,251,2,3166
55,2013,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,f14bf5cc-9a82-4a38-bc15-d39f75ed53142013,70,4.479,41.557,47.771,0,313.5,25,72,2909,335,5,3344
