,Season,Team ID,TKey,Pass Air Yds,Pass Attempts,Pass Avg Pocket Time,Pass Poor Throws,Passing Avg Yards,Passing Blitzes,Passing Completion Pct,Passing Completions,Passing Defended Passes,Passing Dropped Passes,Passing Gross Yards,Passing Hurries,Passing Interceptions,Passing Knockdowns,Passing Longest,Passing Longest TD,Passing Net Yds,Passing Pocket Time,Passing Rating,Passing Redzone Attempts,Passing Sack Yds,Passing Sacks,Passing Spikes,Passing Throw Away,Passing Touchdowns,Passing Yards
199,2018,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,e627eec7-bbae-4fa4-8e73-8e1d6bc5c0602018,1993,527,0,90,7.372,169,67.552,356,46,22,3885,74,8,49,90,90,3538,1419.2380000000003,96,42,347,56,0,13,22,3538
200,2018,386bdbf9-9eea-4869-bb9a-274b0bc66e80,386bdbf9-9eea-4869-bb9a-274b0bc66e802018,2384,599,0,78,7.553,163,70.451,422,66,23,4524,64,11,47,83,83,4275,1500.138,100,46,249,40,4,6,29,4275
201,2018,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,04aa1c9d-66da-489d-b16a-1dee3f2eec4d2018,2215,583,0,96,7.556,126,65.523,382,71,24,4405,64,12,44,58,57,4047,1494.9510000000002,92,36,358,47,1,9,23,4047
202,2018,22052ff7-c065-42ee-bc8f-c4691c50e624,22052ff7-c065-42ee-bc8f-c4691c50e6242018,1758,509,0,80,6.458,132,61.1,311,65,29,3287,87,15,36,79,79,3021,1340.2309999999995,78,23,266,44,4,20,16,3021
203,2018,7b112545-38e6-483c-a55c-96cf6ee49cb8,7b112545-38e6-483c-a55c-96cf6ee49cb82018,2151,512,0,90,7.318,141,67.188,344,54,13,3747,64,14,24,70,70,3564,1311.2859999999998,95,33,183,33,1,10,28,3564
204,2018,c5a59daa-53a7-4de0-851f-fb12be893e9e,c5a59daa-53a7-4de0-851f-fb12be893e9e2018,1797,574,0,99,6.697,168,65.331,375,52,30,3844,57,12,34,67,45,3576,1393.574,88,28,268,41,1,17,22,3576
205,2018,a20471b4-a8d9-40c7-95ad-90cc30e46932,a20471b4-a8d9-40c7-95ad-90cc30e469322018,2436,640,0,116,7.233,158,61.25,392,46,31,4629,95,4,42,75,75,4238,1749.613,93,31,391,53,3,51,25,4238
206,2018,33405046-04ee-4058-a950-d606f8c30852,33405046-04ee-4058-a950-d606f8c308522018,2345,606,0,68,7.092,143,70.132,425,68,25,4298,97,10,39,75,75,4036,1623.298,99,41,262,40,3,17,30,4036
207,2018,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,4254d319-1bc7-4f81-b4ab-b5e6f3402b692018,3574,625,0,96,8.573,160,65.28,408,82,26,5358,67,26,56,75,75,5125,1615.453,94,42,233,41,1,11,36,5125
208,2018,e6aa13a4-0055-48a9-bc41-be28dc106929,e6aa13a4-0055-48a9-bc41-be28dc1069292018,2821,617,0,81,8.021,202,69.368,428,52,37,4949,53,7,48,75,75,4653,1520.408,108,41,296,42,1,18,36,4653
209,2018,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,f14bf5cc-9a82-4a38-bc15-d39f75ed53142018,2026,563,0,85,7.231,167,67.14,378,51,24,4071,58,16,36,82,53,3836,1395.3139999999999,92,42,235,32,4,21,28,3836
210,2018,0d855753-ea21-4953-89f9-0e20aff9eb73,0d855753-ea21-4953-89f9-0e20aff9eb732018,2276,519,0,52,8.042,144,73.41,381,48,24,4174,48,7,25,72,72,4042,1272.8160000000003,112,66,132,20,0,14,33,4042
211,2018,f0e724b0-4cbf-495a-be47-013907608da9,f0e724b0-4cbf-495a-be47-013907608da92018,1939,532,0,77,7.983,162,62.218,331,73,27,4247,58,20,63,85,85,3867,1353.5359999999998,87,43,380,48,4,20,26,3867
212,2018,de760528-1dc0-416a-a978-b510d20692ff,de760528-1dc0-416a-a978-b510d20692ff2018,1627,495,0,92,5.826,127,57.172,283,69,26,2884,48,18,47,75,75,2523,1252.147,69,21,361,52,1,24,15,2523
213,2018,2eff2a03-54d4-46ba-890e-2bc3925548f3,2eff2a03-54d4-46ba-890e-2bc3925548f32018,2566,568,0,93,8.327,152,64.789,368,61,14,4730,66,12,34,70,70,4507,1571.2849999999996,100,54,223,33,2,29,32,4507
214,2018,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,3d08af9e-c767-4f88-a7dc-b920c6d2b4a82018,2073,427,0,61,8.075,145,65.574,280,36,18,3448,82,7,31,66,52,3093,1188.094,110,35,355,51,8,24,35,3093
