Key,Rec Avg Yards,Rec Broken Tackles,Rec Catchable Passes,Rec Dropped Passes,Rec Longest,Rec Longest TD,Rec Receptions,Rec Red Zone Targets,Rec Targets,Rec Touchdowns,Rec Yards,Rec Yards After Catch,Rec Yards After Contact
75dfd9cc-5419-49e1-bade-0632d03ca4b4 2017 6680d28d-d4d2-49f6-aace-5292d3ec02c2,8.6,0,0,0,18,0,5,2,12,0,43,16,4
8506c15c-15cc-4d2c-aebf-270c605fe0ec 2017 6680d28d-d4d2-49f6-aace-5292d3ec02c2,12.444,2,5,5,51,7,18,2,35,1,224,129,58
b6325c85-c313-4cfb-a299-9884d5e9e389 2017 6680d28d-d4d2-49f6-aace-5292d3ec02c2,26.5,0,0,0,35,0,2,0,2,0,53,9,2
bd01d907-cd57-48cb-9136-5692a4764a20 2017 6680d28d-d4d2-49f6-aace-5292d3ec02c2,15.909,0,0,0,35,0,11,0,16,0,175,45,10
c3859e06-5f23-4302-a71b-04820a899d5f 2017 6680d28d-d4d2-49f6-aace-5292d3ec02c2,12.505999999999998,7,7,7,44,36,83,10,122,8,1038,406,154
e033ce15-9fc5-430b-90e2-90dfe52b21c1 2017 6680d28d-d4d2-49f6-aace-5292d3ec02c2,7.832999999999999,0,0,0,11,0,6,0,8,0,47,41,8
00f88be8-45f9-4237-b2b8-3271ec790d07 2017 1c1cec48-6352-4556-b789-35304c1a6ae1,14.167,2,6,6,87,87,48,5,96,7,680,293,60
0ee05dd7-e99e-43c8-ba2b-0922be1d8be1 2017 1c1cec48-6352-4556-b789-35304c1a6ae1,24.221999999999998,0,2,2,64,64,9,0,18,3,218,40,2
27e60657-f73d-4125-906d-aa72cc3477dc 2017 1c1cec48-6352-4556-b789-35304c1a6ae1,10.581,0,4,4,29,19,43,3,65,1,455,104,35
2e56cca7-b898-4aac-bbc5-b5bda9163be1 2017 1c1cec48-6352-4556-b789-35304c1a6ae1,8.889,0,1,1,26,0,9,0,13,0,80,22,4
3b7a1409-d154-4e5c-8c94-9d4a0e0993c7 2017 1c1cec48-6352-4556-b789-35304c1a6ae1,12.741,3,8,8,35,29,54,4,86,2,688,241,41
5a20a439-bebc-4ef7-8b9f-30e1d677a26b 2017 1c1cec48-6352-4556-b789-35304c1a6ae1,5.5,1,0,0,9,0,6,0,7,0,33,24,8
82bce0be-9a87-4b6d-a85b-623bf8d1674e 2017 1c1cec48-6352-4556-b789-35304c1a6ae1,7.55,5,4,4,25,0,20,1,31,0,151,164,47
c78c299b-7c73-40fc-9155-2ede7f9849c7 2017 1c1cec48-6352-4556-b789-35304c1a6ae1,9.481,1,2,2,39,6,27,1,36,1,256,227,71
c7b7d27f-97c3-4c12-95c4-36205175c959 2017 1c1cec48-6352-4556-b789-35304c1a6ae1,5.794,3,4,3,15,4,34,2,45,1,197,165,43
cf23126f-055b-4617-819b-bb4bcb84541a 2017 1c1cec48-6352-4556-b789-35304c1a6ae1,9.5,1,1,1,21,0,8,0,11,0,76,32,8
da85107c-365c-4d58-90ab-479d97d798b4 2017 1c1cec48-6352-4556-b789-35304c1a6ae1,9.968,3,1,1,59,0,31,3,42,0,309,184,70
fe767946-236d-4c04-9c59-5e3edd51acfe 2017 1c1cec48-6352-4556-b789-35304c1a6ae1,10.655,6,6,6,41,41,58,5,101,8,618,190,58
26b9c11d-c557-4bef-b990-65498858df47 2017 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,21.133000000000003,0,2,2,53,37,15,3,23,3,317,35,0
36f62824-1cdb-4e9e-8a11-55df97e562b9 2017 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,8.25,0,1,1,14,0,4,0,9,0,33,22,2
37339e36-741c-4c1c-a9ab-bd89ed866fa0 2017 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,10.632,1,0,0,81,81,19,1,23,1,202,176,25
3c2db5b7-77bf-4c52-bb77-b0fe3cf89e5e 2017 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,10.717,1,4,3,56,0,53,1,78,0,568,243,18
6259f62d-e16f-4369-a3be-ca02f79f3026 2017 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,6.832999999999999,0,0,0,12,0,6,1,7,0,41,18,7
7092bb09-a161-4ab9-8d19-fdcf1a91bb3d 2017 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,8.722000000000001,0,1,1,54,7,36,6,63,4,314,125,8
86197778-8d4b-4eba-affe-08ef7be7c70b 2017 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,0.0,0,0,0,3,0,0,0,0,0,0,0,0
955093e0-39aa-48b4-b34d-259b369e6535 2017 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,5.2,0,0,0,12,0,5,0,5,0,26,22,8
bd10efdf-d8e7-4e23-ab1a-1e42fb65131b 2017 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,6.428999999999999,0,1,1,13,0,7,0,9,0,45,44,10
bef8b2b4-78bd-4a4d-bb5d-6b55ada9ef6a 2017 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,10.345999999999998,1,2,2,72,72,26,3,38,2,269,281,47
d0f9112d-2496-450a-9fc5-d2d01b4d2454 2017 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,12.5,0,0,0,18,0,2,0,2,0,25,11,5
15b156b5-30cc-4070-b60a-1c09e62c5a9b 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,10.429,0,0,0,16,0,7,0,12,0,73,78,9
5c529c33-8a1d-413a-b635-880ac86f30c1 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,13.842,0,5,3,53,53,57,9,120,9,789,203,44
5ec072b3-2837-4cf1-bb4f-ecd873949626 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,11.2,0,1,0,22,0,5,0,8,0,56,52,5
69568326-f210-4b88-a5cb-10376c64893e 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,12.3,0,1,1,28,15,10,2,15,2,123,128,14
93cb5790-1012-4c42-bccb-5748c27ba7d6 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,14.125,0,2,2,64,64,16,0,22,1,226,43,8
a735765c-3ca8-4557-b06e-a30fd415982c 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,11.944,0,8,8,59,59,36,1,68,2,430,135,10
bb78a66a-a8ec-4294-8858-c7e5a1d15106 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,9.1,3,2,2,32,17,10,2,14,1,91,109,22
bc0f07a4-3e7b-4e61-987a-05533dc225be 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,10.783,0,1,1,27,27,23,3,31,5,248,35,14
c58e6a2c-2206-4d42-b368-fe6f0ecb1262 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,5.5,0,0,0,6,0,2,0,3,0,11,-3,0
c7d0a740-fcf2-4971-b1b6-43761d984bf9 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,7.922999999999999,0,0,1,24,0,13,1,18,0,103,87,10
cfb0ff68-51cb-4dad-ba81-f9e019a93a91 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,12.387,4,4,4,72,72,62,10,95,8,768,301,89
de3421f7-2147-4835-89a5-724e87bad463 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,11.135,1,5,3,53,17,74,8,110,8,824,243,95
f5d20030-d934-45e3-8282-e34c6c83ad84 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,6.25,1,0,0,20,1,8,1,8,1,50,47,11
fcfa9d4b-3e09-46ac-b4b6-77d70a5f304c 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,9.0,0,0,0,16,0,5,0,8,0,45,7,7
1ffc735b-74d8-44d2-ab32-00c5485c799f 2017 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,12.39,0,6,6,77,77,59,5,84,2,731,295,36
25e58aee-1b33-4468-9a81-6586426b91d5 2017 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,0.0,0,0,0,0,0,0,0,1,0,0,0,0
354dec38-b88b-4ba0-8974-859123f27c45 2017 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,12.08,3,5,5,48,48,25,2,41,3,302,65,25
567fe739-5425-4d78-896c-f1486813910d 2017 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,5.676,3,3,3,11,4,34,1,48,1,193,201,60
77c7d2cf-2cbf-4901-8a42-863720980754 2017 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,10.8,0,1,1,21,16,5,1,8,1,54,23,4
bbca096b-fd15-498a-86c2-feb44737363f 2017 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,8.556000000000001,0,3,3,18,0,18,1,33,0,154,39,32
cccc9f16-9508-434f-b7a4-9a29cb0cacf9 2017 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,9.792,1,1,1,27,2,24,2,32,2,235,131,60
e21365af-8d66-416e-b0a5-8816d18fcfd9 2017 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,11.280999999999999,5,13,12,35,18,64,8,115,6,722,306,107
0366fd06-19a3-4b69-8448-6bfbfad1250b 2017 22052ff7-c065-42ee-bc8f-c4691c50e624,13.077,2,1,1,74,29,39,3,54,4,510,485,144
0a95e792-6455-4927-9539-f95fa7f41fbb 2017 22052ff7-c065-42ee-bc8f-c4691c50e624,15.07,2,5,4,69,31,43,3,69,3,648,306,87
2dcc8e56-ac32-4774-a011-b1e65ca73786 2017 22052ff7-c065-42ee-bc8f-c4691c50e624,6.5,0,0,0,7,7,2,1,3,1,13,3,0
38f5843a-8318-4eb7-b517-c83d415e77a4 2017 22052ff7-c065-42ee-bc8f-c4691c50e624,7.231,0,0,0,32,0,13,0,19,0,94,31,9
4402b8d5-d6bf-43d0-9198-651506abba76 2017 22052ff7-c065-42ee-bc8f-c4691c50e624,9.142999999999999,0,1,0,36,36,14,0,17,1,128,128,32
5274fac8-fa34-46fa-ac4d-7b58bb84999f 2017 22052ff7-c065-42ee-bc8f-c4691c50e624,6.0,1,1,1,12,0,6,0,8,0,36,51,26
6a65641c-5ee2-44e3-8a75-7f98887b40ae 2017 22052ff7-c065-42ee-bc8f-c4691c50e624,4.5,0,1,1,9,0,4,0,7,0,18,20,5
8002dd5e-a75a-4d72-9a8c-0f4dbc80d459 2017 22052ff7-c065-42ee-bc8f-c4691c50e624,11.955,2,9,6,41,15,66,7,103,3,789,370,100
af48c3f0-040b-40f9-95ab-6ebcb4c16cf8 2017 22052ff7-c065-42ee-bc8f-c4691c50e624,12.0,0,2,2,44,44,20,3,37,1,240,58,12
c1ca7e3d-f072-41c7-8017-53401dbdd4d4 2017 22052ff7-c065-42ee-bc8f-c4691c50e624,15.5,0,0,0,36,36,4,0,6,1,62,8,1
c3bf8d3e-3b2e-4f9e-ad74-c0a684035f17 2017 22052ff7-c065-42ee-bc8f-c4691c50e624,7.815,1,0,0,20,12,27,2,35,2,211,72,37
c80914e5-5b9b-4ed8-a993-bcdf5f77f5f6 2017 22052ff7-c065-42ee-bc8f-c4691c50e624,14.343,1,4,4,52,52,35,5,78,6,502,131,36
cc9df25a-bb22-4737-83df-ff01d3fd7695 2017 22052ff7-c065-42ee-bc8f-c4691c50e624,12.732999999999999,1,4,4,40,40,45,5,65,4,573,235,77
e601812f-ce24-4e99-bee0-e33c1e9014e4 2017 22052ff7-c065-42ee-bc8f-c4691c50e624,8.273,4,2,2,25,3,22,0,24,1,182,206,93
f8ca735c-2779-4d0c-914e-e58e11c2356d 2017 22052ff7-c065-42ee-bc8f-c4691c50e624,12.667,0,0,0,31,0,6,1,8,0,76,27,13
06787c1d-f02b-4217-9152-c269e826928a 2017 7b112545-38e6-483c-a55c-96cf6ee49cb8,12.0,3,1,1,40,38,20,1,26,2,240,243,65
1b016b52-62ba-4da9-9ead-6bad689f8d33 2017 7b112545-38e6-483c-a55c-96cf6ee49cb8,9.923,1,1,1,17,0,13,0,20,0,129,46,21
1b8db398-7a7e-44df-922e-d979507e6bdb 2017 7b112545-38e6-483c-a55c-96cf6ee49cb8,15.667,2,3,3,46,46,24,0,46,1,376,121,28
441e8866-33f1-4820-9fa3-3aa2c7535975 2017 7b112545-38e6-483c-a55c-96cf6ee49cb8,10.407,1,4,4,22,5,59,3,91,1,614,182,38
4b09ab09-1457-4c9d-a99d-6a03d8e76c76 2017 7b112545-38e6-483c-a55c-96cf6ee49cb8,5.435,4,6,6,12,0,23,0,32,0,125,157,45
5b496c58-83ef-4763-b1e0-5f052af46b3e 2017 7b112545-38e6-483c-a55c-96cf6ee49cb8,3.0,1,1,0,6,0,2,0,4,0,6,2,2
61194d09-1caf-4bd6-9ff2-a6b1601a1839 2017 7b112545-38e6-483c-a55c-96cf6ee49cb8,14.522,0,3,3,26,8,23,3,40,1,334,28,7
80715ecf-ffc9-4a93-a305-2193451b3382 2017 7b112545-38e6-483c-a55c-96cf6ee49cb8,4.0,0,0,0,8,0,2,0,4,0,8,9,2
87171077-4c1c-4b67-b159-2cc6242988e0 2017 7b112545-38e6-483c-a55c-96cf6ee49cb8,10.583,1,0,0,31,2,12,4,14,3,127,49,21
9c04a540-cb7c-41dc-8e7c-50b7af29a3a2 2017 7b112545-38e6-483c-a55c-96cf6ee49cb8,12.0,1,3,3,27,27,15,2,29,1,180,67,30
a8342d20-9901-49a6-bc45-79f192418188 2017 7b112545-38e6-483c-a55c-96cf6ee49cb8,6.66,11,3,3,70,19,53,4,71,1,353,303,116
c323cdb9-74bc-4d68-9358-609f80eedbb7 2017 7b112545-38e6-483c-a55c-96cf6ee49cb8,11.364,0,1,1,20,14,11,1,18,1,125,20,7
f9036897-99d5-4d9a-8965-0c7e0f9e43bd 2017 7b112545-38e6-483c-a55c-96cf6ee49cb8,17.0,0,2,1,22,0,3,0,17,0,51,3,3
1a2fbc23-e6db-4d2f-a152-2c774341b7c4 2017 c5a59daa-53a7-4de0-851f-fb12be893e9e,18.049,6,4,3,58,43,61,6,107,9,1101,195,77
2a4de276-55bd-4756-9fa5-89fe30f5304f 2017 c5a59daa-53a7-4de0-851f-fb12be893e9e,0.0,0,0,0,0,0,0,0,1,0,0,0,0
30ff46bc-a039-4af7-9050-81af98901a3e 2017 c5a59daa-53a7-4de0-851f-fb12be893e9e,7.0,0,0,0,10,0,2,0,2,0,14,17,5
40958157-617f-40b4-91e5-9895f66da29c 2017 c5a59daa-53a7-4de0-851f-fb12be893e9e,13.3,0,1,1,34,3,30,2,49,1,399,77,17
54d4e35a-2e6c-48f6-86ad-92dd596c173c 2017 c5a59daa-53a7-4de0-851f-fb12be893e9e,10.412,1,2,2,23,22,17,4,26,3,177,122,29
62d4e94c-443f-44ed-9404-c6d6bdd9aa64 2017 c5a59daa-53a7-4de0-851f-fb12be893e9e,8.377,8,4,4,63,8,53,4,71,2,444,435,128
659d31a3-9c62-4e3d-a0ea-b2e4967d6947 2017 c5a59daa-53a7-4de0-851f-fb12be893e9e,17.035999999999998,0,3,3,54,54,28,2,48,3,477,181,49
9fbcfae9-dd14-415c-8952-9b1b5dff0dfc 2017 c5a59daa-53a7-4de0-851f-fb12be893e9e,10.83,2,5,6,44,33,53,4,86,4,574,258,68
bb9f0c5a-cbc2-43bb-9aa5-77cdc7e77bb6 2017 c5a59daa-53a7-4de0-851f-fb12be893e9e,11.5,0,1,1,23,0,4,0,7,0,46,12,6
c5e430c5-7a8e-4e29-b30f-1a527f05cb89 2017 c5a59daa-53a7-4de0-851f-fb12be893e9e,6.48,2,0,0,22,2,25,3,35,1,162,146,28
c88d9352-b835-45ed-a909-1cfec09a58bc 2017 c5a59daa-53a7-4de0-851f-fb12be893e9e,10.902000000000001,14,3,2,71,71,92,3,120,5,1003,613,224
eeb9e3f4-e378-44ca-94b6-a724011ad710 2017 c5a59daa-53a7-4de0-851f-fb12be893e9e,1.0,0,0,0,1,1,1,1,1,1,1,1,0
0c39e276-7a5b-448f-a696-532506f1035a 2017 a20471b4-a8d9-40c7-95ad-90cc30e46932,7.522,3,1,1,23,1,23,2,31,1,173,215,56
122e131c-b08c-4b10-901d-481a20aeffb8 2017 a20471b4-a8d9-40c7-95ad-90cc30e46932,10.48,1,3,3,54,54,25,1,34,2,262,256,71
27921351-a775-4649-bd49-7b4c486d1ba2 2017 a20471b4-a8d9-40c7-95ad-90cc30e46932,11.277999999999999,0,4,3,51,1,18,3,35,1,203,89,42
27dd5b6e-ea65-4622-a6b4-460fd144407c 2017 a20471b4-a8d9-40c7-95ad-90cc30e46932,2.444,0,1,0,9,0,9,2,18,0,22,30,11
3283f152-d373-43b3-b88f-f6f261c48e81 2017 a20471b4-a8d9-40c7-95ad-90cc30e46932,9.894,2,1,1,46,39,66,2,92,4,653,412,136
9f2aebe4-b654-4f0e-a437-ec46f20b6bfe 2017 a20471b4-a8d9-40c7-95ad-90cc30e46932,9.094,1,4,2,58,32,53,6,88,6,482,128,36
bc175901-4a1f-4132-abb4-e49cc7d35e12 2017 a20471b4-a8d9-40c7-95ad-90cc30e46932,14.0,0,0,0,29,0,5,0,7,0,70,34,10
cadecca8-a102-43a5-9a0c-f7cef0b9a579 2017 a20471b4-a8d9-40c7-95ad-90cc30e46932,11.0,0,3,3,72,0,23,0,39,0,253,119,18
e00b3426-238b-4bdb-85c3-bbf08b7469e3 2017 a20471b4-a8d9-40c7-95ad-90cc30e46932,13.333,0,1,0,36,24,12,0,19,1,160,89,24
e7d6ae25-bf15-4660-8b37-c37716551de3 2017 a20471b4-a8d9-40c7-95ad-90cc30e46932,11.959000000000001,8,7,7,55,55,74,10,117,10,885,338,114
e97f5ca9-186e-4346-ae65-1cd757ada455 2017 a20471b4-a8d9-40c7-95ad-90cc30e46932,10.0,0,0,0,10,0,1,0,1,0,10,15,0
0cc4e449-185a-4b08-9f07-c907ad0c3e05 2017 33405046-04ee-4058-a950-d606f8c30852,6.332999999999999,0,0,0,12,0,3,0,4,0,19,12,0
1059e9dc-97df-4643-9116-883a0573d8b1 2017 33405046-04ee-4058-a950-d606f8c30852,9.333,1,6,3,34,22,57,10,81,8,532,224,37
16cd3b59-18a2-40a0-9236-e222bed17044 2017 33405046-04ee-4058-a950-d606f8c30852,0.0,0,0,0,0,0,0,0,1,0,0,0,0
2e0badcd-b78c-40ee-a83b-a1bbb36bc545 2017 33405046-04ee-4058-a950-d606f8c30852,10.0,0,1,1,25,0,20,1,35,0,200,58,8
2fa2b2da-4aa9-44b5-b27e-56876dfe2ad4 2017 33405046-04ee-4058-a950-d606f8c30852,14.022,0,9,6,65,65,91,7,142,4,1276,453,62
471dbe81-54c4-4b52-8bd1-4933c9800e1f 2017 33405046-04ee-4058-a950-d606f8c30852,7.8,0,1,1,19,0,10,0,17,0,78,34,1
4bff1c89-f4d1-4699-8c85-69bbbbaec5a2 2017 33405046-04ee-4058-a950-d606f8c30852,9.5,1,0,0,23,1,10,0,12,1,95,57,23
540f8b30-900e-4d17-8756-c262ba5fa039 2017 33405046-04ee-4058-a950-d606f8c30852,6.867000000000001,2,1,1,28,0,15,0,17,0,103,125,28
6a11f09e-268c-4e5a-9b0f-cc0f4bc353c3 2017 33405046-04ee-4058-a950-d606f8c30852,11.0,0,0,0,30,7,18,2,25,2,198,86,4
8960d61e-433b-41ea-a7ad-4e76be87b582 2017 33405046-04ee-4058-a950-d606f8c30852,8.182,1,4,3,36,0,11,1,16,0,90,104,19
971fc9e5-bebb-4a2c-a822-8c52f92a3d07 2017 33405046-04ee-4058-a950-d606f8c30852,9.714,1,1,1,12,0,7,0,8,0,68,84,24
a1c40664-b265-4083-aad2-54b4c734f2c5 2017 33405046-04ee-4058-a950-d606f8c30852,13.265999999999998,2,2,2,59,59,64,6,95,8,849,298,102
3e618eb6-41f2-4f20-ad70-2460f9366f43 2017 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,13.36,0,3,2,41,25,50,2,90,3,668,191,21
5afe93fd-0caf-4cca-83fc-7f405bebfa3e 2017 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,12.312999999999999,0,3,3,35,28,48,7,77,6,591,143,28
5b712aed-201c-43dd-b978-b7b6ef91178e 2017 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,6.0,0,0,0,8,8,3,1,3,1,18,14,1
5c2a0c83-e18a-43dd-bd65-704771157e42 2017 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,9.333,2,4,3,17,0,9,0,18,0,84,60,16
86363c46-567e-41d6-a59a-3fed9ca64591 2017 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,7.125,1,1,1,34,0,16,0,19,0,114,113,32
88eda217-d9ad-4abb-bcc1-2cbfe2a20b4d 2017 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,19.2,1,0,0,39,0,5,0,6,0,96,15,32
91a95850-9514-49d5-b2b0-f8e21156daa0 2017 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,8.222000000000001,0,0,0,15,0,9,0,11,0,74,85,9
93ed8c6f-b676-46d3-bf82-6155e89b4a68 2017 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,16.615,0,3,3,58,58,26,4,39,6,432,152,34
baa61bb5-f8d0-4f90-bbe2-028576b8d33d 2017 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,15.440999999999999,6,1,1,70,39,34,2,55,1,525,169,93
c48c21d9-0ae5-478c-ad34-30a660cfa9b8 2017 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,14.099,1,9,7,42,42,71,8,136,5,1001,134,37
cc1df018-baa8-4344-b13c-cd5ef1a52d26 2017 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,11.6,0,1,1,23,0,5,0,6,0,58,25,3
d6647491-8a3c-4f9f-999c-823823bd478d 2017 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,12.5,0,0,0,14,0,2,0,2,0,25,20,5
d6d41a89-a8af-48b9-bf75-561de99a1d87 2017 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,10.344000000000001,4,2,2,43,16,61,1,83,1,631,307,90
ee8800ba-af54-4d69-9182-63fd0f789551 2017 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,18.0,0,0,0,18,18,1,1,1,1,18,0,0
052a93cf-8536-4a12-9831-84b27e8608da 2017 e6aa13a4-0055-48a9-bc41-be28dc106929,11.05,0,3,3,27,6,20,1,29,3,221,76,21
0b3217b9-ba37-4222-95cb-a7a222441e8b 2017 e6aa13a4-0055-48a9-bc41-be28dc106929,16.409000000000002,4,7,7,53,51,88,6,148,3,1444,486,192
1283923a-9716-4936-920a-a57f019bb2e8 2017 e6aa13a4-0055-48a9-bc41-be28dc106929,30.0,0,1,1,40,40,2,1,9,1,60,0,0
1726a359-9444-4761-a1f2-cb35ee6fa60e 2017 e6aa13a4-0055-48a9-bc41-be28dc106929,10.493,2,5,5,25,8,67,7,96,5,703,245,72
2e50c78f-fa3b-48cf-8531-6eeddc93d88d 2017 e6aa13a4-0055-48a9-bc41-be28dc106929,8.806000000000001,0,3,3,29,19,36,3,47,1,317,244,80
4b3677f5-712e-43f2-b7bb-51ac6f291b86 2017 e6aa13a4-0055-48a9-bc41-be28dc106929,11.455,1,1,1,40,40,33,2,51,1,378,217,24
5827b78b-5150-4ba9-bc46-902428e99a31 2017 e6aa13a4-0055-48a9-bc41-be28dc106929,11.074000000000002,5,4,4,39,19,27,2,39,3,299,218,101
67d56171-7522-430c-b7d9-8f7e2b6624d3 2017 e6aa13a4-0055-48a9-bc41-be28dc106929,10.167,0,1,1,25,25,12,0,14,1,122,63,22
90c2a93f-d837-4e1b-b57c-56648903a8db 2017 e6aa13a4-0055-48a9-bc41-be28dc106929,10.735,4,7,6,88,88,49,2,65,3,526,262,116
9691f874-be36-4529-a7eb-dde22ee4a848 2017 e6aa13a4-0055-48a9-bc41-be28dc106929,12.0,0,1,1,12,0,1,1,4,0,12,7,0
c87f0526-a85d-439d-a447-070c66ede612 2017 e6aa13a4-0055-48a9-bc41-be28dc106929,10.0,0,1,1,14,0,3,0,4,0,30,5,0
e0a63251-5428-43a1-88c1-c000215ac5ce 2017 e6aa13a4-0055-48a9-bc41-be28dc106929,10.0,0,1,1,11,0,2,1,7,0,20,17,6
2ef5aed5-9859-4102-8bf4-99d6a6ae22ba 2017 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,14.844000000000001,2,1,1,43,31,32,1,51,2,475,101,30
46bb9a85-523c-4530-95c3-2c2a9737e65f 2017 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,14.567,2,2,1,64,7,30,3,48,1,437,201,65
48d7bc31-808f-423c-afc8-45c2c5dfa45f 2017 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,10.5,0,0,0,31,13,10,3,17,2,105,61,30
587d0a98-7ec5-45a5-adba-8af26e8f256b 2017 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,11.235,0,1,0,30,30,17,1,38,1,191,48,11
6195ddc9-ab2b-469a-b824-a890736d6db7 2017 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,11.882,1,4,3,40,40,17,2,32,1,202,106,32
66a21b6d-97e5-4732-8bb0-062145d6bbc6 2017 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,7.667000000000001,0,2,1,23,0,15,0,26,0,115,41,5
7c7b5515-7786-4e24-9ce0-34e6a8bd5727 2017 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,8.5,0,0,0,11,0,2,0,4,0,17,9,4
7f5f2a81-ac40-420c-9421-5b9e2a21faf8 2017 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,13.333,2,4,4,44,32,63,5,111,8,840,296,61
96a1fc85-5af7-49fa-a5ac-ddc06c205ced 2017 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,6.5,3,3,3,21,9,8,1,15,1,52,69,37
c5f35a06-791b-43e1-befc-df0c54b3b486 2017 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,11.4,0,2,2,15,0,5,0,15,0,57,17,3
f413d6fb-5105-4110-b915-d92840a3e656 2017 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,2.0,0,0,0,2,0,1,0,1,0,2,6,1
f96db0af-5e25-42d1-a07a-49b4e065b364 2017 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,8.138,5,4,4,37,21,80,6,113,5,651,593,143
3aef6950-1c19-4454-a3d0-0afe9634ea9f 2017 0d855753-ea21-4953-89f9-0e20aff9eb73,14.849,0,2,2,54,54,53,2,70,4,787,302,38
687cdc33-bd0d-4b70-adb3-33f97dc26a3c 2017 0d855753-ea21-4953-89f9-0e20aff9eb73,7.813,0,0,0,22,3,16,3,22,1,125,88,19
8482bc94-0eb0-4e92-8f99-ced135f3cd5d 2017 0d855753-ea21-4953-89f9-0e20aff9eb73,11.5,0,0,0,26,0,8,1,16,0,92,32,15
8c5067dc-1617-42fa-82eb-0596392ab20a 2017 0d855753-ea21-4953-89f9-0e20aff9eb73,4.0,0,1,1,5,3,2,2,5,1,8,2,1
90c1756d-1f47-41b7-89fe-b113c9850bc1 2017 0d855753-ea21-4953-89f9-0e20aff9eb73,11.970999999999998,2,4,3,43,10,104,7,149,5,1245,425,147
ab58c0ac-a747-47e6-9b3c-505e41d2bd3d 2017 0d855753-ea21-4953-89f9-0e20aff9eb73,2.0,0,0,0,3,0,2,0,3,0,4,4,2
b103b096-6be9-4f87-9ae4-5d217f560685 2017 0d855753-ea21-4953-89f9-0e20aff9eb73,11.6,1,0,0,52,26,10,1,15,1,116,52,20
d9c857b2-97da-4fb8-a527-afbbb2a67413 2017 0d855753-ea21-4953-89f9-0e20aff9eb73,10.198,7,6,6,40,33,81,7,100,5,826,683,245
f336567d-44a9-4245-8452-1dd485fd70fb 2017 0d855753-ea21-4953-89f9-0e20aff9eb73,7.172000000000001,4,2,2,54,0,58,7,71,0,416,490,111
