Key,Converse Defense Attempts,Converse Defense Success,Converse Pass Attempts,Converse Pass Success,Converse Rec Attempts,Converse Rec Success,Converse Rush Attempts,Converse Rush Success,Converse Turnover Success
eec5265c-7731-4bb6-8af2-4f98a67f9ab7 2018 82d2d380-3834-4938-835f-aec541e5ece7,0,0,1,0,0,0,0,0,0
29972cbe-2912-49df-916b-200eead9a218 2018 d26a1ca5-722d-4274-8f97-c92e49c96315,0,0,0,0,1,0,0,0,0
7c16c04c-04de-41f3-ac16-ad6a9435e3f7 2018 d26a1ca5-722d-4274-8f97-c92e49c96315,0,0,1,0,0,0,0,0,0
1b3d350a-478b-4542-a430-d12cc96adc22 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,2,0,0,0,1,0,0
6e444737-a1e1-4ddd-b963-cd6a9496fde0 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,0,0,1,0,0,0,0
8322b598-ab65-4b2c-8a54-af37f67a062d 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,0,0,0,0,1,0,0
b55ae5ba-593f-4560-9cab-14e10698e01d 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,0,0,1,0,0,0,0
0f8ccece-d663-4069-944b-f318f64c60b7 2018 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,0,0,0,0,1,1,1,1,0
12f27311-7cd6-4ca5-ba7d-571e9de5e1eb 2018 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,0,0,0,0,2,1,0,0,0
5f424505-f29f-433c-b3f2-1a143a04a010 2018 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,0,0,0,0,1,1,0,0,0
82da09c2-e542-4f7d-87d9-24dfd8e014de 2018 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,0,0,0,0,3,2,0,0,0
e47706c7-e14d-41fb-b13b-83a835a1f3bc 2018 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,0,0,7,5,0,0,0,0,0
11cad59d-90dd-449c-a839-dddaba4fe16c 2018 6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,1,0,0,0,1,1,0
c3859e06-5f23-4302-a71b-04820a899d5f 2018 6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,0,0,1,0,0,0,0
9f026fc0-4449-4dc5-a226-2e2830619381 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,1,1,0,0,0,0,0
9f2aebe4-b654-4f0e-a437-ec46f20b6bfe 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,0,0,1,1,0,0,0
c78c299b-7c73-40fc-9155-2ede7f9849c7 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,0,0,0,0,1,0,0
86197778-8d4b-4eba-affe-08ef7be7c70b 2018 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,0,0,1,1,0,0,1,1,0
9e174ff2-ca0e-4e6b-96f7-90f0088f7edd 2018 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,0,0,0,0,1,1,0,0,0
23b17031-de21-412d-8182-5a4bca1049a1 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,0,0,0,0,1,1,0
69568326-f210-4b88-a5cb-10376c64893e 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,0,0,0,0,1,1,0
bb78a66a-a8ec-4294-8858-c7e5a1d15106 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,0,0,0,0,1,1,0
c7d0a740-fcf2-4971-b1b6-43761d984bf9 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,0,0,0,0,1,1,0
c8232b55-6617-4dd9-a7cf-cf14cd9a29ab 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,1,0,0,0,0,0,0
c88d9352-b835-45ed-a909-1cfec09a58bc 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,0,0,1,1,0,0,0
e9a5c16b-4472-4be9-8030-3f77be7890cb 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,1,1,0,0,0,0,0
1ffc735b-74d8-44d2-ab32-00c5485c799f 2018 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,0,0,0,0,1,1,0,0,0
354dec38-b88b-4ba0-8974-859123f27c45 2018 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,0,0,0,0,1,0,0,0,0
6c6a6099-0169-4c9a-b024-0d8f4a795f38 2018 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,0,0,0,0,1,0,0,0,0
6cb6226e-f08c-4192-95f1-69709ed686c6 2018 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,0,0,5,3,0,0,0,0,0
9811b753-347c-467a-b3cb-85937e71e2b9 2018 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,0,0,0,0,0,0,2,1,0
cccc9f16-9508-434f-b7a4-9a29cb0cacf9 2018 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,0,0,0,0,1,1,0,0,0
e21365af-8d66-416e-b0a5-8816d18fcfd9 2018 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,0,0,0,0,1,1,0,0,0
0366fd06-19a3-4b69-8448-6bfbfad1250b 2018 22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,0,0,1,0,0,0,0
0a95e792-6455-4927-9539-f95fa7f41fbb 2018 22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,0,0,1,1,0,0,0
2fda010a-8c62-4c07-b601-4ba03f57e6af 2018 22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,1,0,0,0,0,0,0
471dbe81-54c4-4b52-8bd1-4933c9800e1f 2018 22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,0,0,1,1,0,0,0
73e133bf-d3f7-4fda-bd25-2fde66cb8ee1 2018 22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,2,2,0,0,0,0,0
0045a36c-f464-49e0-a25a-9210edc94bc1 2018 7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,1,0,0,0,0,0,0
0fd32417-8410-4a8f-8919-386c433bca43 2018 7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,0,0,1,0,0,0,0
1b8db398-7a7e-44df-922e-d979507e6bdb 2018 7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,0,0,1,1,0,0,0
7a1b8f1a-9024-4897-86b0-01c63e00305e 2018 7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,4,4,0,0,0,0,0
87171077-4c1c-4b67-b159-2cc6242988e0 2018 7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,0,0,1,1,0,0,0
bc0f07a4-3e7b-4e61-987a-05533dc225be 2018 7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,0,0,1,1,0,0,0
659d31a3-9c62-4e3d-a0ea-b2e4967d6947 2018 c5a59daa-53a7-4de0-851f-fb12be893e9e,0,0,0,0,3,0,0,0,0
ade43b1a-0601-4672-83b6-d246bc066a19 2018 c5a59daa-53a7-4de0-851f-fb12be893e9e,0,0,3,0,0,0,0,0,0
f5d20030-d934-45e3-8282-e34c6c83ad84 2018 c5a59daa-53a7-4de0-851f-fb12be893e9e,0,0,0,0,0,0,1,0,0
0ce48193-e2fa-466e-a986-33f751add206 2018 a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,3,2,0,0,1,1,0
122e131c-b08c-4b10-901d-481a20aeffb8 2018 a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,0,0,1,1,0,0,0
e7d6ae25-bf15-4660-8b37-c37716551de3 2018 a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,0,0,1,1,0,0,0
e7f0a505-8060-403e-a3b3-9d4e88dda1dc 2018 a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,0,0,1,0,0,0,0
1059e9dc-97df-4643-9116-883a0573d8b1 2018 33405046-04ee-4058-a950-d606f8c30852,0,0,0,0,2,0,0,0,0
2fa2b2da-4aa9-44b5-b27e-56876dfe2ad4 2018 33405046-04ee-4058-a950-d606f8c30852,0,0,0,0,1,1,0,0,0
540f8b30-900e-4d17-8756-c262ba5fa039 2018 33405046-04ee-4058-a950-d606f8c30852,0,0,0,0,1,1,0,0,0
a1c40664-b265-4083-aad2-54b4c734f2c5 2018 33405046-04ee-4058-a950-d606f8c30852,0,0,0,0,1,1,0,0,0
bbd0942c-6f77-4f83-a6d0-66ec6548019e 2018 33405046-04ee-4058-a950-d606f8c30852,0,0,5,3,0,0,0,0,0
0742d2ea-1cf2-49a6-a150-77ba6e034d8c 2018 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,1,1,0,0,0,0,0
baa61bb5-f8d0-4f90-bbe2-028576b8d33d 2018 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,0,0,2,1,0,0,0
c48c21d9-0ae5-478c-ad34-30a660cfa9b8 2018 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,0,0,1,0,0,0,0
d6d41a89-a8af-48b9-bf75-561de99a1d87 2018 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,0,0,1,0,0,0,0
fb3b36fc-b985-4807-8199-d038d7e62a93 2018 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,3,0,0,0,0,0,0
1283923a-9716-4936-920a-a57f019bb2e8 2018 e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,0,0,1,0,0,0,0
1726a359-9444-4761-a1f2-cb35ee6fa60e 2018 e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,0,0,2,1,0,0,0
7e648a0b-fdc8-4661-a587-5826f2cac11b 2018 e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,6,2,0,0,0,0,0
90c2a93f-d837-4e1b-b57c-56648903a8db 2018 e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,0,0,2,1,0,0,0
214e55e4-a089-412d-9598-a16495df0d25 2018 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,4,2,0,0,0,0,0
6a11f09e-268c-4e5a-9b0f-cc0f4bc353c3 2018 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,0,0,2,1,0,0,0
a735765c-3ca8-4557-b06e-a30fd415982c 2018 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,0,0,1,1,0,0,0
f96db0af-5e25-42d1-a07a-49b4e065b364 2018 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,0,0,1,0,0,0,0
3aef6950-1c19-4454-a3d0-0afe9634ea9f 2018 0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,0,0,1,1,0,0,0
3c8a55dd-20a8-4375-b711-49eb5e6e1d0e 2018 0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,0,0,0,0,1,0,0
90c1756d-1f47-41b7-89fe-b113c9850bc1 2018 0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,0,0,1,0,0,0,0
bb5957e6-ce7d-47ab-8036-22191ffc1c44 2018 0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,2,1,0,0,0,0,0
d9c857b2-97da-4fb8-a527-afbbb2a67413 2018 0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,0,0,0,0,3,3,0
2ada91b0-036e-454f-83c3-6d939ff584a9 2018 f0e724b0-4cbf-495a-be47-013907608da9,0,0,0,0,2,1,0,0,0
3e2e74e9-18a8-4275-9437-b275db27e2ff 2018 f0e724b0-4cbf-495a-be47-013907608da9,0,0,0,0,1,1,0,0,0
42de9d1d-0352-460b-9172-9452414fd7fd 2018 f0e724b0-4cbf-495a-be47-013907608da9,0,0,1,1,0,0,0,0,0
6608fdbf-6c93-47cc-ad44-9da2fda598ce 2018 f0e724b0-4cbf-495a-be47-013907608da9,0,0,2,0,0,0,0,0,0
7738fea8-7ea2-4c4c-b589-bca90b070819 2018 f0e724b0-4cbf-495a-be47-013907608da9,0,0,1,1,0,0,1,0,0
a824d9ff-12a4-4ed2-812d-404b0b4e52f9 2018 f0e724b0-4cbf-495a-be47-013907608da9,0,0,0,0,1,0,0,0,0
2c8670ae-0c23-4d20-9d2b-f4c3e25f8938 2018 de760528-1dc0-416a-a978-b510d20692ff,0,0,0,0,0,0,1,1,0
5c079a21-ae9e-4b38-a69a-47706fa8dd67 2018 de760528-1dc0-416a-a978-b510d20692ff,0,0,1,1,0,0,0,0,0
b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5 2018 de760528-1dc0-416a-a978-b510d20692ff,0,0,0,0,1,1,0,0,0
cc3640b0-7560-431f-84ab-599e9dc8cac6 2018 de760528-1dc0-416a-a978-b510d20692ff,0,0,1,0,0,0,0,0,0
ebcd87ce-218c-4144-810b-921c2f59d6e8 2018 de760528-1dc0-416a-a978-b510d20692ff,0,0,0,0,1,0,0,0,0
0e7e6cbb-0e88-4a74-b457-1753851e37f3 2018 2eff2a03-54d4-46ba-890e-2bc3925548f3,0,0,0,0,1,1,0,0,0
14263792-d1d3-4b0c-85f7-2a85b4aed6f1 2018 2eff2a03-54d4-46ba-890e-2bc3925548f3,0,0,0,0,1,1,3,2,0
aba8f925-ffbf-4654-bfa7-a25d3d237494 2018 2eff2a03-54d4-46ba-890e-2bc3925548f3,0,0,3,3,0,0,0,0,0
ebeceb00-57e0-4b74-9cf7-853da2afed18 2018 2eff2a03-54d4-46ba-890e-2bc3925548f3,0,0,0,0,1,1,0,0,0
409d4cac-ee90-4470-9710-ebe671678339 2018 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,1,1,0,0,0,0,0
dffa69ad-331e-4f09-ae38-40a5a4406be6 2018 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,0,0,1,1,0,0,0
