Key,Passing Avg Yards,Passing Blitzes,Passing Completion Pct,Passing Completions,Passing Defended Passes,Passing Dropped Passes,Passing Gross Yards,Passing Hurries,Passing Interceptions,Passing Knockdowns,Passing Longest,Passing Longest TD,Passing Net Yds,Passing Pocket Time,Passing Rating,Passing Redzone Attempts,Passing Sack Yds,Passing Sacks,Passing Spikes,Passing Throw Away,Passing Touchdowns,Passing Yards
91ead748-e3b0-4926-bd3b-3e327b44e6bc 2016 2eff2a03-54d4-46ba-890e-2bc3925548f3,3.167,1,50.0,3,2,1,19,0,1,0,9,0,19,11.376,17.4,0,0,0,0,0,0,19
aba8f925-ffbf-4654-bfa7-a25d3d237494 2016 2eff2a03-54d4-46ba-890e-2bc3925548f3,5.312,81,54.63399999999999,112,30,15,1089,26,7,23,66,24,867,523.962,63.6,8,222,26,1,3,5,1089
409d4cac-ee90-4470-9710-ebe671678339 2016 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,7.727,165,64.652,353,52,22,4219,108,11,64,59,57,3926,1347.7980000000002,92.6,31,293,41,2,25,21,4219
8ac8cc85-6599-4956-819e-0887ccb72993 2016 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,43.0,0,100.0,1,0,0,43,0,0,0,43,0,43,0.7809999999999999,118.8,0,0,0,0,0,0,43
e1b29179-074b-4c91-8797-763b76ac618a 2016 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,15.0,0,100.0,1,0,0,15,0,0,0,15,15,15,2.019,158.3,1,0,0,0,0,1,15
250199f2-1387-4b55-b96f-17fedea6db7f 2017 768c92aa-75ff-4a43-bcc0-f2798c2e1724,5.0,1,28.570999999999998,2,4,0,35,0,1,0,34,0,35,18.901,8.3,0,0,0,0,0,0,35
4e4ba1f9-35c6-4e41-85f5-d8f12d32f459 2017 768c92aa-75ff-4a43-bcc0-f2798c2e1724,5.143,10,48.98,24,12,4,252,5,5,4,21,8,247,109.152,38.4,5,5,1,1,0,2,252
7f3ef024-eb34-46af-8b9e-544cdf09378f 2017 768c92aa-75ff-4a43-bcc0-f2798c2e1724,6.664,129,62.619,263,44,19,2799,84,4,37,47,26,2543,1215.4410000000005,89.2,38,256,46,0,11,14,2799
06e41dc1-d5dc-4bdc-8fc3-e0d7c3a99ac4 2017 4809ecb0-abd3-451d-9c4a-92a90b83ca06,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0,1.676,39.6,0,0,0,0,0,0,0
eab69ec2-9cba-4783-8260-cf99121ed2c8 2017 4809ecb0-abd3-451d-9c4a-92a90b83ca06,6.162999999999999,7,67.442,29,6,1,265,8,1,3,26,1,257,104.103,82.0,3,8,1,0,1,1,265
a261fd0a-b096-4db7-bd51-2f13bde485da 2017 5fee86ae-74ab-4bdd-8416-42a9dd9964f3,7.37,128,67.25399999999999,267,43,22,2926,64,9,38,69,69,2662,1002.293,94.5,15,264,39,5,12,18,2926
41c44740-d0f6-44ab-8347-3b5d515e5ecf 2017 97354895-8c77-4fd4-a860-32e62ea7382a,7.877999999999999,143,66.265,385,55,30,4577,64,8,44,64,64,4376,1545.87,102.8,36,201,35,0,12,32,4577
af4ba620-2f00-4b00-9111-7897f2b1cde8 2017 97354895-8c77-4fd4-a860-32e62ea7382a,7.0,4,66.667,4,0,0,42,0,0,0,27,0,42,12.229,86.8,0,0,0,0,0,0,42
d2a0e5af-3850-4f16-8e40-a0b1d15c2ce1 2017 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,6.694,139,59.879,297,73,27,3320,67,12,19,77,77,3065,1207.338,86.6,31,255,39,1,30,25,3320
d4b30988-e8c5-4689-8037-f79a0d3c2774 2017 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,4.7139999999999995,2,50.0,7,2,0,66,3,0,1,27,0,57,39.874,63.4,0,9,1,0,1,0,66
2a78e2e7-4ef3-4cdd-85e8-0d254b65143e 2017 d5a2eb42-8065-4174-ab79-0a6fa820e35e,6.08,134,53.571000000000005,255,57,33,2894,64,22,54,56,56,2668,1274.9139999999998,60.5,20,226,38,1,16,11,2894
573f7acc-376b-4f37-8039-5c4c15c4a508 2017 d5a2eb42-8065-4174-ab79-0a6fa820e35e,5.478,13,47.826,11,1,2,126,7,1,3,31,0,78,75.415,46.6,0,48,6,0,3,0,126
cd571cfc-9b44-4b69-a801-431db9aaa85e 2017 d5a2eb42-8065-4174-ab79-0a6fa820e35e,6.893,33,61.333,46,7,2,517,9,5,10,49,41,482,192.778,71.9,2,35,6,0,1,4,517
64797df2-efd3-4b27-86ee-1d48f7edb09f 2017 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,5.721,158,64.117,352,57,26,3141,83,13,30,66,48,2936,1325.125,80.4,29,205,27,3,21,18,3141
d4dd3d0b-5023-415d-ad15-94f294c561b1 2017 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,8.536,13,82.14299999999999,23,1,0,239,1,1,1,46,20,224,72.976,99.3,0,15,3,0,0,1,239
ea357add-1a41-4a8b-8f34-bbfade7f4d98 2017 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,7.577999999999999,132,64.171,360,66,23,4251,62,14,31,97,97,4112,1394.957,93.4,38,139,21,4,8,28,4251
ad2258ab-67f0-41c2-bcf3-f3ba145187dc 2017 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,6.606,160,58.849,276,51,31,3098,98,7,48,80,80,2793,1309.224,81.7,15,305,52,3,33,13,3098
4c3c6b63-aa1f-4452-9d1d-662073f06142 2017 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0,2.134,39.6,0,0,0,0,0,0,0
6723249c-5fb5-4b0a-9373-cb59cdc99ec8 2017 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,7.05,173,60.229,315,56,32,3687,103,13,47,75,75,3564,1328.2579999999996,84.7,29,123,24,1,26,21,3687
f55053e4-4bfd-495d-981a-d62e3662f01b 2017 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0.0,0,0.0,0,2,0,0,0,0,1,0,0,0,6.0939999999999985,39.6,0,0,0,0,0,0,0
2c259733-ec2c-4e3c-bb7b-34dc0d37dc34 2017 82d2d380-3834-4938-835f-aec541e5ece7,10.0,2,100.0,1,0,0,10,0,0,0,10,0,-6,4.506,108.3,0,16,1,0,0,0,10
ba2e7ff8-ed39-4fd1-85e3-d263a946a212 2017 82d2d380-3834-4938-835f-aec541e5ece7,6.332000000000001,77,56.053999999999995,125,37,12,1412,31,6,27,57,34,1253,583.7379999999998,71.4,17,159,21,1,3,5,1412
eec5265c-7731-4bb6-8af2-4f98a67f9ab7 2017 82d2d380-3834-4938-835f-aec541e5ece7,8.328,74,61.765,126,25,4,1699,45,8,19,72,72,1583,584.035,103.0,15,116,19,2,5,19,1699
7c16c04c-04de-41f3-ac16-ad6a9435e3f7 2017 d26a1ca5-722d-4274-8f97-c92e49c96315,7.135,132,62.031000000000006,281,53,18,3232,62,15,21,75,75,3059,1178.639,79.3,19,173,27,1,20,13,3232
8263e101-aa33-435f-bf0f-388e1c4eeb59 2017 d26a1ca5-722d-4274-8f97-c92e49c96315,3.8569999999999998,22,59.523999999999994,25,8,0,162,5,2,3,17,11,132,117.343,55.9,0,30,8,0,3,1,162
0847010c-9a77-4f0b-9d63-c8b4b224d263 2017 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,6.3260000000000005,42,55.81399999999999,96,27,14,1088,27,5,20,54,54,1024,432.288,72.5,8,64,10,2,8,5,1088
e23dc743-ecee-4cf3-a263-69d3da3bae94 2017 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,6.547000000000001,90,59.026,206,42,17,2285,55,14,21,44,25,2065,911.622,73.3,16,220,33,0,10,12,2285
e47706c7-e14d-41fb-b13b-83a835a1f3bc 2017 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,7.852,167,62.608999999999995,360,60,29,4515,89,10,50,75,75,4395,1411.9140000000007,96.0,31,120,18,2,25,28,4515
01d8aee3-e1c4-4988-970a-8c0c2d08bd83 2017 6680d28d-d4d2-49f6-aace-5292d3ec02c2,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,2.2359999999999998,0.0,1,0,0,0,0,0,0
11cad59d-90dd-449c-a839-dddaba4fe16c 2017 6680d28d-d4d2-49f6-aace-5292d3ec02c2,8.113999999999999,13,62.857,22,3,3,284,10,1,7,51,0,269,73.62499999999999,76.4,0,15,2,0,1,0,284
2fda010a-8c62-4c07-b601-4ba03f57e6af 2017 6680d28d-d4d2-49f6-aace-5292d3ec02c2,8.004,105,67.525,341,33,26,4042,71,5,36,79,79,3835,1280.549,104.7,31,207,35,1,20,26,4042
b13ba4c3-5761-40fb-aa6a-935f09c39a6b 2017 6680d28d-d4d2-49f6-aace-5292d3ec02c2,0.0,1,0.0,0,0,0,0,1,0,0,0,0,0,1.2670000000000001,39.6,0,0,0,0,0,0,0
c3859e06-5f23-4302-a71b-04820a899d5f 2017 6680d28d-d4d2-49f6-aace-5292d3ec02c2,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,5.1979999999999995,0.0,0,0,0,0,0,0,0
9f026fc0-4449-4dc5-a226-2e2830619381 2017 1c1cec48-6352-4556-b789-35304c1a6ae1,6.787999999999999,112,62.718,323,61,34,3496,63,13,22,87,87,3395,1248.812,86.4,24,101,20,0,13,22,3496
4595c8ea-9d85-4504-8a34-2c8a02349105 2017 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,0.667,0,33.333,1,1,0,2,0,0,0,2,0,2,6.99,42.4,1,0,0,0,0,0,2
86197778-8d4b-4eba-affe-08ef7be7c70b 2017 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,6.784,131,62.857,308,58,23,3324,67,13,44,81,81,3139,1317.2560000000005,86.6,36,185,32,2,18,22,3324
c8232b55-6617-4dd9-a7cf-cf14cd9a29ab 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,5.317,28,56.43600000000001,57,11,7,537,8,2,14,35,17,493,264.446,79.5,6,44,5,0,5,5,537
e1c506bd-9e36-45e7-b2b9-fff6a9728a06 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,5.8260000000000005,8,82.609,19,2,1,134,7,0,2,16,0,110,58.63499999999999,90.9,0,24,3,0,0,0,134
e9a5c16b-4472-4be9-8030-3f77be7890cb 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,7.4910000000000005,162,60.227,265,61,18,3296,73,7,44,72,72,3134,1150.562,101.9,33,162,28,0,11,33,3296
6cb6226e-f08c-4192-95f1-69709ed686c6 2017 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,6.074,129,61.646,352,65,42,3468,53,13,24,77,77,3279,1388.6070000000002,80.4,22,189,31,0,13,19,3468
cfc93f5e-105e-4a5e-88d3-f4279893cfa8 2017 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,5.888999999999999,11,58.333,21,6,3,212,9,0,3,47,10,200,95.55500000000002,84.5,2,12,3,0,2,1,212
bbd0942c-6f77-4f83-a6d0-66ec6548019e 2017 22052ff7-c065-42ee-bc8f-c4691c50e624,7.58,142,64.259,347,67,25,4093,64,13,52,74,52,3751,1425.7010000000002,93.9,30,342,41,0,12,27,4093
7a1b8f1a-9024-4897-86b0-01c63e00305e 2017 7b112545-38e6-483c-a55c-96cf6ee49cb8,6.645,116,59.394,196,39,18,2193,44,7,25,70,46,1997,891.465,77.5,13,196,31,1,10,7,2193
a8342d20-9901-49a6-bc45-79f192418188 2017 7b112545-38e6-483c-a55c-96cf6ee49cb8,10.5,0,50.0,1,1,0,21,0,0,0,21,21,21,6.926,127.1,0,0,0,0,0,1,21
e1235f1e-26ce-438c-8168-3b1ded4ab893 2017 7b112545-38e6-483c-a55c-96cf6ee49cb8,5.95,34,66.429,93,18,10,833,25,5,15,29,19,755,346.64800000000014,76.9,8,78,8,0,3,4,833
ade43b1a-0601-4672-83b6-d246bc066a19 2017 c5a59daa-53a7-4de0-851f-fb12be893e9e,7.869,177,65.664,371,66,22,4446,88,10,41,71,71,4159,1470.536,99.3,31,287,47,0,10,29,4446
0ce48193-e2fa-466e-a986-33f751add206 2017 a20471b4-a8d9-40c7-95ad-90cc30e46932,7.037999999999999,78,64.706,154,21,11,1675,50,6,15,72,33,1507,607.8580000000001,97.2,18,168,22,1,13,16,1675
3283f152-d373-43b3-b88f-f6f261c48e81 2017 a20471b4-a8d9-40c7-95ad-90cc30e46932,10.0,0,100.0,1,0,0,10,0,0,0,10,0,10,3.5980000000000003,108.3,0,0,0,0,0,0,10
e97f5ca9-186e-4346-ae65-1cd757ada455 2017 a20471b4-a8d9-40c7-95ad-90cc30e46932,5.81,103,60.75899999999999,192,33,13,1836,53,12,28,55,55,1639,872.067,70.6,10,197,29,0,24,9,1836
1b3d350a-478b-4542-a430-d12cc96adc22 2017 33405046-04ee-4058-a950-d606f8c30852,7.374,166,67.568,325,55,18,3547,95,7,45,65,65,3411,1317.5739999999996,98.3,26,136,22,0,20,22,3547
cc3640b0-7560-431f-84ab-599e9dc8cac6 2017 33405046-04ee-4058-a950-d606f8c30852,8.884,10,74.419,32,4,1,382,7,0,4,44,18,342,118.37,124.4,4,40,5,0,0,3,382
d4cb52a9-f6b4-42ed-b40b-27bff5f1eea7 2017 33405046-04ee-4058-a950-d606f8c30852,0.0,0,0.0,0,1,1,0,1,1,0,0,0,0,6.131,0.0,0,0,0,0,0,0,0
0742d2ea-1cf2-49a6-a150-77ba6e034d8c 2017 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,6.767,56,58.896,96,17,10,1103,19,3,20,41,37,1069,398.278,86.0,10,34,7,0,4,7,1103
fb3b36fc-b985-4807-8199-d038d7e62a93 2017 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,7.928,150,63.801,282,47,16,3504,50,11,32,70,58,3297,1187.9720000000002,92.2,19,207,33,3,9,19,3504
1726a359-9444-4761-a1f2-cb35ee6fa60e 2017 e6aa13a4-0055-48a9-bc41-be28dc106929,51.0,0,100.0,1,0,0,51,0,0,0,51,51,51,3.0189999999999997,158.3,0,0,0,0,0,1,51
7e648a0b-fdc8-4661-a587-5826f2cac11b 2017 e6aa13a4-0055-48a9-bc41-be28dc106929,7.7410000000000005,168,64.65,342,54,35,4095,69,12,56,88,88,3939,1314.4450000000004,91.4,28,156,24,3,16,20,4095
214e55e4-a089-412d-9598-a16495df0d25 2017 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,6.711,142,59.146,291,72,20,3302,63,16,34,64,40,3060,1329.7,80.7,26,242,35,2,17,22,3302
72fbe462-91c5-4c84-9640-e8ad7cad6447 2017 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,2.125,1,25.0,2,0,0,17,0,0,0,9,0,17,18.083,39.6,1,0,0,0,0,0,17
bb5957e6-ce7d-47ab-8036-22191ffc1c44 2017 0d855753-ea21-4953-89f9-0e20aff9eb73,8.086,118,72.015,386,49,15,4334,63,8,36,54,54,4189,1300.7009999999998,103.9,40,145,20,3,20,23,4334
42de9d1d-0352-460b-9172-9452414fd7fd 2017 f0e724b0-4cbf-495a-be47-013907608da9,8.764,63,67.416,120,15,8,1560,29,5,14,61,12,1503,445.255,96.2,23,57,8,2,3,7,1560
6608fdbf-6c93-47cc-ad44-9da2fda598ce 2017 f0e724b0-4cbf-495a-be47-013907608da9,6.3839999999999995,63,54.911,123,34,14,1430,30,6,29,83,83,1289,586.116,69.2,8,141,19,1,7,4,1430
af4ba620-2f00-4b00-9111-7897f2b1cde8 2017 f0e724b0-4cbf-495a-be47-013907608da9,6.0729999999999995,84,58.049,119,23,19,1245,29,4,20,59,6,1133,521.309,74.1,13,112,16,0,4,4,1245
22fb2b54-4936-4e8a-a48d-62096c0c9bb1 2017 de760528-1dc0-416a-a978-b510d20692ff,5.622999999999999,38,49.68600000000001,79,29,11,894,18,5,23,52,25,854,394.03,66.4,9,40,7,0,4,6,894
b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5 2017 de760528-1dc0-416a-a978-b510d20692ff,21.0,0,100.0,1,0,0,21,0,0,0,21,0,21,4.285,118.8,0,0,0,0,0,0,21
de816e24-8442-49a4-99cd-dde7e7c05863 2017 de760528-1dc0-416a-a978-b510d20692ff,6.351,63,55.556000000000004,95,32,10,1086,20,6,10,52,52,937,424.691,71.9,6,149,23,0,1,6,1086
2806e915-c46f-492f-8a29-71d3a85e5620 2017 2eff2a03-54d4-46ba-890e-2bc3925548f3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.7979999999999999,39.6,0,0,0,0,0,0,0
91ead748-e3b0-4926-bd3b-3e327b44e6bc 2017 2eff2a03-54d4-46ba-890e-2bc3925548f3,5.0,4,59.458999999999996,22,4,3,185,1,0,2,50,0,165,90.142,72.5,1,20,3,0,0,0,185
aba8f925-ffbf-4654-bfa7-a25d3d237494 2017 2eff2a03-54d4-46ba-890e-2bc3925548f3,7.975,135,62.055,296,42,17,3804,64,7,42,94,94,3632,1298.506,100.5,48,172,25,2,17,28,3804
409d4cac-ee90-4470-9710-ebe671678339 2017 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,7.202999999999999,139,61.302,339,65,31,3983,131,11,70,74,74,3661,1517.4910000000007,95.4,35,322,43,4,35,34,3983
8ac8cc85-6599-4956-819e-0887ccb72993 2017 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0.0,0,0.0,0,1,0,0,0,1,0,0,0,0,2.021,0.0,0,0,0,0,0,0,0
3069db07-aa43-4503-ab11-2ae5c0002721 2018 768c92aa-75ff-4a43-bcc0-f2798c2e1724,6.481,126,52.812,169,38,18,2074,54,12,33,75,75,1861,852.2270000000002,67.9,15,213,28,0,17,10,2074
4e4ba1f9-35c6-4e41-85f5-d8f12d32f459 2018 768c92aa-75ff-4a43-bcc0-f2798c2e1724,3.654,32,54.321000000000005,44,16,3,296,12,7,7,26,16,262,209.288,30.7,3,34,7,0,3,1,296
72fbe462-91c5-4c84-9640-e8ad7cad6447 2018 768c92aa-75ff-4a43-bcc0-f2798c2e1724,6.643,18,60.0,42,12,3,465,14,4,5,40,0,432,178.98799999999991,56.0,0,33,5,0,1,0,465
a28f7368-0306-4d20-855f-285a1a09c09c 2018 768c92aa-75ff-4a43-bcc0-f2798c2e1724,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0,1.138,39.6,1,0,0,0,0,0,0
b24625a0-d402-4d59-a778-aa4b073bfe5e 2018 768c92aa-75ff-4a43-bcc0-f2798c2e1724,15.0,0,100.0,1,0,0,15,0,0,0,15,0,15,0.0,118.8,0,0,0,0,0,0,15
da7cb0cc-543e-47d5-b29a-2ba2b341bd14 2018 768c92aa-75ff-4a43-bcc0-f2798c2e1724,9.28,8,60.0,15,6,0,232,2,0,3,47,8,224,60.766000000000005,117.4,5,8,1,0,0,2,232
0847010c-9a77-4f0b-9d63-c8b4b224d263 2018 4809ecb0-abd3-451d-9c4a-92a90b83ca06,7.006,41,63.483000000000004,113,19,5,1247,31,4,11,75,75,1117,450.65,86.0,2,130,17,1,11,6,1247
2958ea86-e2dc-4719-93e5-cc9d093ca963 2018 4809ecb0-abd3-451d-9c4a-92a90b83ca06,52.0,0,100.0,1,0,0,52,0,0,0,52,52,52,1.083,158.3,0,0,0,0,0,1,52
4734f8dc-2ca4-4437-88f2-c8b8974abefc 2018 4809ecb0-abd3-451d-9c4a-92a90b83ca06,3.0,0,100.0,1,0,0,3,0,0,0,3,3,3,1.15,118.8,1,0,0,0,0,1,3
5812204c-6dae-4450-8011-99e0f72864ac 2018 4809ecb0-abd3-451d-9c4a-92a90b83ca06,7.223,97,64.234,176,37,11,1979,30,9,32,75,75,1700,732.8559999999999,92.7,13,279,35,1,9,17,1979
973bfe3c-6d0d-4130-a79c-f860650b1da6 2018 4809ecb0-abd3-451d-9c4a-92a90b83ca06,28.0,0,100.0,1,0,0,28,0,0,0,28,28,28,0.99,158.3,0,0,0,0,0,1,28
13d826c5-9b22-4e0a-a877-02d8c84c546b 2018 5fee86ae-74ab-4bdd-8416-42a9dd9964f3,6.92,107,57.729,239,56,19,2865,69,15,12,76,76,2661,1051.2039999999997,77.6,19,204,30,1,24,17,2865
a261fd0a-b096-4db7-bd51-2f13bde485da 2018 5fee86ae-74ab-4bdd-8416-42a9dd9964f3,4.9,47,54.545,60,15,7,539,8,4,14,41,16,504,274.536,55.8,6,35,7,1,3,1,539
2bb70d56-a79a-4fa1-ae37-99858a3ffd55 2018 97354895-8c77-4fd4-a860-32e62ea7382a,21.5,0,100.0,2,0,0,43,0,0,0,37,0,43,2.073,118.8,0,0,0,0,0,0,43
41c44740-d0f6-44ab-8347-3b5d515e5ecf 2018 97354895-8c77-4fd4-a860-32e62ea7382a,7.64,108,65.789,375,43,25,4355,48,11,39,63,63,4208,1421.1950000000004,97.7,41,147,21,2,22,29,4355
af4ba620-2f00-4b00-9111-7897f2b1cde8 2018 97354895-8c77-4fd4-a860-32e62ea7382a,3.5,0,50.0,1,0,0,7,0,0,0,7,0,7,2.7350000000000003,58.3,0,0,0,0,0,0,7
4d517d8f-fe4d-4c89-9a2a-fee836ba4a71 2018 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,5.699,57,59.659,105,17,12,1003,9,2,16,37,30,881,451.10100000000017,82.2,8,122,16,0,5,6,1003
76a5edec-5ff7-49fa-a8ec-5768a372279d 2018 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0.0,1,0.0,0,0,0,0,0,0,1,0,0,0,3.1489999999999996,39.6,0,0,0,0,0,0,0
d2a0e5af-3850-4f16-8e40-a0b1d15c2ce1 2018 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,7.03,100,61.918,226,54,18,2566,54,11,15,49,39,2409,894.6160000000001,89.6,24,157,21,3,9,21,2566
06e41dc1-d5dc-4bdc-8fc3-e0d7c3a99ac4 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,31.5,0,50.0,1,1,0,63,0,0,0,63,0,63,3.801,95.8,0,0,0,0,0,0,63
30198d30-9769-4e10-ac86-b4c91d940802 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,7.665,169,63.786,310,48,31,3725,84,14,18,71,51,3552,1145.595,93.7,33,173,25,3,13,27,3725
7f3ef024-eb34-46af-8b9e-544cdf09378f 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,5.565,37,49.412,42,13,5,473,21,2,9,47,47,392,233.90400000000002,64.5,2,81,13,1,5,2,473
ef21feb3-991e-42d7-bb16-8bc92f7894bf 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,2.7239999999999998,0.0,0,0,0,0,0,0,0
64797df2-efd3-4b27-86ee-1d48f7edb09f 2018 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,6.504,116,61.214,232,48,22,2465,47,6,22,71,33,2386,900.781,84.2,23,79,16,3,9,12,2465
8dfb370d-460c-4bfc-9d62-888687248783 2018 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,3.5,4,33.333,2,1,0,21,1,0,0,14,0,21,13.96,44.4,0,0,0,0,1,0,21
e06a9c07-453a-4bb0-a7e9-2c3a64166dad 2018 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,7.065,51,58.235,99,24,7,1201,33,3,9,74,68,1130,455.72099999999983,84.5,10,71,16,0,6,6,1201
15bedebc-839e-450a-86f6-1f5ad1f4f820 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,3.583,2,50.0,6,4,0,43,1,1,1,22,0,43,30.252,24.0,0,0,0,0,0,0,43
16e33176-b73e-49b7-b0aa-c405b47a706e 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0.662,39.6,0,0,0,0,0,0,0
441eb531-1ec8-4f65-9174-78bc6adada63 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,2.0,0,100.0,1,0,0,2,0,0,0,2,2,2,0.0,118.8,1,0,0,0,0,1,2
ea357add-1a41-4a8b-8f34-bbfade7f4d98 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,7.599,164,66.96300000000001,452,67,24,5129,58,16,37,97,97,4963,1586.6920000000002,96.5,51,166,24,3,7,34,5129
9fbcfae9-dd14-415c-8952-9b1b5dff0dfc 2018 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2.715,39.6,0,0,0,0,0,0,0
ad2258ab-67f0-41c2-bcf3-f3ba145187dc 2018 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0.5,2,50.0,2,1,0,2,1,0,1,4,0,2,8.355,56.3,0,0,0,0,0,0,2
e3181493-6a2a-4e95-aa6f-3fc1ddeb7512 2018 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,7.188,154,67.293,430,74,37,4593,50,15,51,68,68,4459,1502.8580000000004,98.7,37,134,18,2,8,39,4593
046c51bc-319e-4fbb-9cf3-f6ab808b8edf 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0.0,1,0.0,0,0,0,0,0,0,1,0,0,0,2.795,39.6,1,0,0,0,0,0,0
573f7acc-376b-4f37-8039-5c4c15c4a508 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,5.412000000000001,42,64.885,85,9,9,709,27,2,13,35,7,560,384.664,77.4,7,149,22,0,10,2,709
6723249c-5fb5-4b0a-9373-cb59cdc99ec8 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,6.744,128,60.298,243,54,24,2718,30,11,31,80,80,2545,1061.565,79.8,23,173,31,0,12,13,2718
5c48ade7-4b9a-4757-9643-87a6e3839e2b 2018 82d2d380-3834-4938-835f-aec541e5ece7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1.423,39.6,0,0,0,0,0,0,0
eec5265c-7731-4bb6-8af2-4f98a67f9ab7 2018 82d2d380-3834-4938-835f-aec541e5ece7,8.248,163,68.317,345,40,17,4165,77,9,59,73,73,3781,1416.6589999999994,103.1,32,384,62,6,13,26,4165
7c16c04c-04de-41f3-ac16-ad6a9435e3f7 2018 d26a1ca5-722d-4274-8f97-c92e49c96315,7.6370000000000005,108,68.882,228,23,15,2528,59,8,14,61,61,2285,897.1399999999996,92.3,29,243,42,0,12,11,2528
865d8df9-06ec-40c3-8c71-637f9fd0bcbf 2018 d26a1ca5-722d-4274-8f97-c92e49c96315,21.0,1,100.0,1,0,0,21,0,0,0,21,0,21,1.7080000000000002,118.8,0,0,0,0,0,0,21
87c481c7-7414-43cc-82df-19ca0c2ae22e 2018 d26a1ca5-722d-4274-8f97-c92e49c96315,4.667,0,66.667,2,0,0,14,1,0,0,8,0,14,4.23,77.1,0,0,0,0,0,0,14
de816e24-8442-49a4-99cd-dde7e7c05863 2018 d26a1ca5-722d-4274-8f97-c92e49c96315,6.1979999999999995,28,60.396,61,10,4,626,9,4,2,35,22,589,226.878,74.9,3,37,5,0,2,4,626
1b3d350a-478b-4542-a430-d12cc96adc22 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,6.638,180,62.287,365,55,34,3890,77,15,51,64,64,3655,1410.1270000000004,81.2,32,235,34,2,35,18,3890
fd4e8681-f2f4-47c7-b954-a72be9b1ca00 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,28.0,0,100.0,1,0,0,28,0,0,0,28,28,28,3.477,158.3,0,0,0,0,0,1,28
cfc93f5e-105e-4a5e-88d3-f4279893cfa8 2018 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,2.0,1,25.0,1,2,0,8,2,0,2,8,0,-8,13.084000000000001,39.6,0,16,1,0,1,0,8
