Key,Season,Team ID,TD Fumble Returns,TD Interception Return,TD Kick Return,TD Other,TD Pass,TD Punt Return,TD Rush,TD Total,TD Total Return,Rush Attempts,Rush Avg Yards,Rush Broken Tackles,Rush Kneel Downs,Rush Longest,Rush Longest TD,Rush Red Zone Attempts,Rush Scrambles,Rush Tackles for Loss,Rush Tackles for Loss Yards,Rush Touchdowns,Rush Yards,Rush Yards After Contact,Rec Air Yards,Rec Avg Yards,Rec Broken Tackles,Rec Catchable Passes,Rec Dropped Passes,Rec Longest,Rec Longest TD,Rec Receptions,Rec Red Zone Targets,Rec Targets,Rec Touchdowns,Rec Yards,Rec Yards After Catch,Rec Yards After Contact,Punt Attempts,Punt Avg Hang Time,Punt Avg Net Yards,Punt Avg Yards,Punt Blocked,Punt Hangtime,Punt Inside 20,Punt Longest,Punt Net Yards,Punt Return Yards,Punt Touchbacks,Punt Yards,Punt Returns Avg Yards,Punt Returns Fair Catches,Punt Returns Longest,Punt Returns Longest TD,Punt Returns Returns,Punt Returns Touchdowns,Punt Returns Yards,Penalties,Penalty Yards,Pass Air Yds,Pass Attempts,Pass Avg Pocket Time,Pass Poor Throws,Passing Avg Yards,Passing Blitzes,Passing Completion Pct,Passing Completions,Passing Defended Passes,Passing Dropped Passes,Passing Gross Yards,Passing Hurries,Passing Interceptions,Passing Knockdowns,Passing Longest,Passing Longest TD,Passing Net Yds,Passing Pocket Time,Passing Rating,Passing Redzone Attempts,Passing Sack Yds,Passing Sacks,Passing Spikes,Passing Throw Away,Passing Touchdowns,Passing Yards,Kick Return Yards,Kick Return Avg Yards,Kick Return Fair Catches,Kick Return Longest,Kick Return Returns,Kick Return Touchdowns,Kick Off End Zone,Kick Off Inside 20,Kick Off Kick Offs,Kick Off Onside Attempts,Kick Off Onside Successes,Kick Off OOB,Kick Off Ret Yds,Kick Off Squib Kicks,Kick Off Touchbacks,Kick Off Yds,Interceptions,Interception Return Yards,Interceptions Returned,Int Ret Avg Yds,Int Ret Longest,Int Ret Longest TD,Int Ret Returns,Int Ret Touchdowns,Int Ret Yds,Games Played,Fumble End Zone Touch Downs,Forced Fumbles,Fumbles,Lost Fumbles,Fumbles Opponent Recovery,Fumbles Opponent Recovery Touchdowns,Fumbles Opponent Recovery Yards,Fumbles Out of Bounds,Fumbles Own Recovery,Fumbles Own Recovery Touchdowns,Fumbles Own Recovery Yards,FD Pass,FD Penalty,FD Rush,FD Total,Field Goal Attempts,Field Goal Avg Yards,Field Goal Blocked,Field Goal Longest,Field Goal Made,Field Goal Yards,Extra Pts Attempts,Extra Pts Blocked,Extra Pts Made,3D Attempt,3D Successes,3D Pct,4D Attempt,4D Successes,4D Pct,Goal to Go Attempts,Goal to Go Successes,Goal to Go Pct,RedZone Attempts,RedZone Successes,RedZone Pct,Def Assisted Tackles,Def Blitzes,Def Combined Tackles,Def Defensive Completions,Def Defensive Targets,Def Forced Fumbles,Def Fumble Recoveries,Def Hurries,Def Interceptions,Def Knockdowns,Def Misc Assists,Def Misc Forced Fumbles,Def Misc Fumble Recoveries,Def Misc Tackles,Def Missed Tackles,Def Passes Defended,Def QB Hits,Def Sack Yards,Def Sacks,Def Safeties,Def Special Team Assists,Def Special Team Bocks,Def Special Team Forced Fumbles,Def Special Team Fumble Recoveries,Def Special Team Tackles,Def Tackles,Def Tackles for Loss,Def Tackles for Loss Yards,Converse Defense Attempts,Converse Defense Success,Converse Pass Attempts,Converse Pass Success,Converse Rush Attempts,Converse Rush Success,Converse Turnover Success
1c1cec48-6352-4556-b789-35304c1a6ae1 2013,2013,1c1cec48-6352-4556-b789-35304c1a6ae1,2,1,0,1,17,0,16,37,3,437,4.577,0,8,93,93,57,0,31,-72,16,2000,1011,1906,12.177999999999999,0,0,28,73,73,298,53,508,17,3629,1723,0,86,4.221,41.06,48.893,2,354.6,23,66,3449,438,11,4107,8.24,19,30,0,25,0,206,116,912,1906,519,0,0,6.435,190,57.418,298,0,28,3629,0,20,0,73,73,3340,0.0,73,54,289,44,0,24,17,3340,1201,22.241,0,0,54,0,11,8,74,6,0,1,613,0,38,4363,9,83,9,9.222000000000001,43,43,9,1,83,16,0,19,27,11,13,2,136,1,15,0,-25,168,17,90,275,30,26.366999999999997,0,53,21,791,37,0,37,223,78,34.978,12,7,58.333,23,17,73.913,42,25,59.523999999999994,214,0,934,370,530,17,10,165,9,66,2,0,11,21,133,40,78,260.0,38.0,0,17,4,2,7,67,720,84.0,351.0,0,0,0,0,0,0,0
e627eec7-bbae-4fa4-8e73-8e1d6bc5c060 2013,2013,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,3,2,0,0,33,1,12,51,6,336,4.476,0,10,45,7,53,0,28,-79,12,1504,841,2219,11.269,0,0,33,82,82,375,65,580,33,4226,2007,0,77,4.586,39.065,45.026,0,353.1,30,62,3008,339,6,3467,12.452,13,86,86,31,1,386,102,867,2219,586,0,0,6.747000000000001,204,63.993,375,0,33,4226,0,12,0,82,82,3954,0.0,95,66,272,35,0,18,33,3954,1147,25.489,1,0,45,0,20,9,93,3,1,0,791,0,52,5815,15,257,15,17.133,74,52,15,2,257,16,1,13,18,8,13,3,114,1,9,0,-8,213,32,80,325,30,37.067,0,53,28,1112,47,0,47,180,63,35.0,6,4,66.667,32,25,78.125,51,35,68.627,243,0,955,399,606,13,11,165,15,51,2,0,8,15,122,66,64,246.0,34.0,0,9,1,0,3,65,712,71.0,332.0,0,0,3,1,1,0,0
386bdbf9-9eea-4869-bb9a-274b0bc66e80 2013,2013,386bdbf9-9eea-4869-bb9a-274b0bc66e80,1,1,0,0,32,0,19,53,2,500,5.132000000000001,0,22,65,65,74,0,52,-153,19,2566,1153,2371,14.213,0,0,24,70,63,310,56,494,32,4406,2035,0,83,4.293,40.951,44.89,1,352.0,33,70,3358,223,5,3681,6.577000000000001,20,32,0,26,0,171,95,846,2368,508,0,0,8.091000000000001,165,61.023999999999994,310,0,24,4406,0,9,0,70,63,4110,0.0,102,60,296,46,0,27,32,4110,790,21.351,0,0,37,0,26,14,90,2,0,0,1229,0,37,5583,19,294,19,15.474,76,54,19,1,294,16,0,13,19,10,12,1,11,3,6,0,-15,197,25,133,355,28,28.820999999999998,0,51,23,807,45,0,45,213,83,38.967,14,7,50.0,34,24,70.58800000000001,57,30,52.632,202,0,941,410,654,11,11,199,19,62,0,0,6,14,113,96,69,271.0,37.0,2,17,1,2,1,71,739,73.0,344.0,0,0,5,2,3,1,0
04aa1c9d-66da-489d-b16a-1dee3f2eec4d 2013,2013,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,0,2,0,1,18,0,11,32,2,381,3.4960000000000004,0,10,49,49,44,0,48,-123,11,1332,826,2385,11.923,0,0,32,70,70,325,55,560,18,3875,1490,0,91,4.191,38.198,46.934,0,381.4,25,68,3476,655,7,4271,7.235,26,32,0,34,0,246,91,786,2385,567,0,0,6.327999999999999,194,57.318999999999996,325,0,32,3875,0,29,0,70,70,3588,0.0,67,56,287,40,0,25,18,3588,933,21.205,0,0,44,0,18,14,71,2,0,0,721,0,35,4424,17,270,17,15.882,91,38,17,2,270,16,0,15,26,15,12,0,23,2,9,0,-47,176,27,77,280,26,30.346,0,52,23,789,31,0,31,211,69,32.701,12,6,50.0,17,11,64.706,36,17,47.222,259,0,1001,358,590,13,9,175,17,65,0,0,9,27,98,80,90,206.0,34.0,0,24,1,2,3,73,742,73.0,266.0,0,0,0,0,1,1,0
22052ff7-c065-42ee-bc8f-c4691c50e624 2013,2013,22052ff7-c065-42ee-bc8f-c4691c50e624,1,4,0,0,20,0,14,39,5,453,4.777,0,3,45,45,58,0,45,-89,14,2164,1061,2214,11.427999999999999,0,0,46,62,62,355,62,599,20,4057,1843,0,85,4.22,34.179,41.976000000000006,1,354.49999999999994,26,63,2871,655,0,3526,6.428999999999999,11,34,0,35,0,225,99,802,2214,611,0,0,6.138999999999999,216,58.101000000000006,355,0,46,4057,0,19,0,62,62,3751,0.0,76,65,306,43,0,21,20,3751,1018,19.961,0,0,51,0,18,13,72,3,0,0,1048,0,22,4324,16,247,16,15.437999999999999,45,45,16,4,247,16,0,12,30,15,9,1,82,0,15,0,-36,198,19,112,329,26,30.333000000000002,2,50,21,728,33,0,33,235,95,40.426,20,6,30.0,26,19,73.077,50,26,52.0,325,0,943,335,518,12,9,154,16,48,1,0,12,29,141,62,72,238.0,36.0,0,26,0,0,3,76,618,76.0,287.0,0,0,4,1,1,1,0
7b112545-38e6-483c-a55c-96cf6ee49cb8 2013,2013,7b112545-38e6-483c-a55c-96cf6ee49cb8,1,5,0,0,32,1,13,52,7,404,4.525,0,11,55,53,69,0,44,-106,13,1828,926,2687,11.93,0,0,33,80,80,373,83,570,32,4450,1763,0,69,4.109,38.412,40.632,1,279.40000000000003,27,65,2612,111,2,2763,14.222000000000001,12,81,81,18,1,256,85,708,2687,579,0,0,7.394,180,64.421,373,0,33,4450,0,13,0,80,80,4281,0.0,96,84,169,30,0,20,32,4281,1614,23.057,1,0,70,0,21,17,90,4,0,1,883,0,38,5271,19,428,19,22.526,49,48,19,5,428,16,0,19,21,10,9,1,42,0,11,0,-10,215,27,102,344,29,30.965999999999998,0,58,26,898,46,1,45,197,83,42.132,13,8,61.538000000000004,33,23,69.697,60,35,58.333,213,0,882,314,497,17,8,129,19,36,0,0,7,11,134,62,48,189.0,31.0,0,14,0,2,5,61,669,66.0,276.0,0,0,4,4,2,1,0
c5a59daa-53a7-4de0-851f-fb12be893e9e 2013,2013,c5a59daa-53a7-4de0-851f-fb12be893e9e,1,1,1,0,29,1,15,48,4,445,4.027,0,12,39,37,58,0,39,-94,15,1792,937,2380,12.534,0,0,58,87,79,371,76,623,29,4650,2270,0,73,4.413,40.958,47.208,1,317.7000000000001,22,72,2949,250,10,3399,10.315999999999999,29,58,58,38,1,392,110,925,2380,634,0,0,7.069,168,58.516999999999996,371,0,58,4650,0,19,0,87,79,4482,0.0,84,78,168,23,0,17,29,4482,816,24.0,0,98,34,1,26,13,84,1,0,3,924,0,45,5350,15,211,15,14.067,66,66,15,1,211,16,0,11,28,15,7,1,4,2,11,0,-43,221,23,106,350,24,30.409000000000002,2,53,19,669,43,1,42,221,95,42.986000000000004,14,5,35.714,28,23,82.14299999999999,56,35,62.5,214,0,801,341,564,8,7,196,15,62,4,0,11,25,98,88,90,249.0,33.0,2,22,0,3,0,60,587,76.0,329.0,0,0,5,2,0,0,0
a20471b4-a8d9-40c7-95ad-90cc30e46932 2013,2013,a20471b4-a8d9-40c7-95ad-90cc30e46932,3,0,0,0,25,1,17,46,4,459,4.654,0,14,67,32,86,0,33,-74,17,2136,1105,2306,12.399000000000001,0,0,29,83,83,366,85,555,25,4538,2232,0,64,4.303,38.953,44.593999999999994,0,275.4,22,62,2493,261,5,2854,11.3,21,93,93,30,1,339,86,801,2306,570,0,0,7.4879999999999995,151,64.211,366,0,28,4538,0,16,0,83,83,4268,0.0,91,87,270,45,0,33,25,4268,791,20.282,0,0,39,0,33,15,93,1,1,1,1577,0,30,5847,11,36,11,3.273,11,0,11,0,36,16,0,16,19,9,11,2,71,2,9,1,4,201,31,119,351,37,30.296999999999997,0,57,33,1121,42,0,42,216,89,41.20399999999999,13,9,69.23100000000001,40,24,60.0,65,33,50.769,277,0,927,324,532,13,11,156,11,31,1,1,7,16,104,66,63,238.0,44.0,0,16,2,2,2,79,650,80.0,292.0,0,0,4,0,0,0,0
33405046-04ee-4058-a950-d606f8c30852 2013,2013,33405046-04ee-4058-a950-d606f8c30852,1,0,2,0,18,1,23,45,4,423,4.92,0,8,78,78,60,0,43,-119,23,2081,1298,2061,11.215,0,0,26,79,79,325,60,535,18,3645,1584,0,75,4.268,39.173,44.213,0,320.1,23,65,2938,318,3,3316,15.227,28,86,86,22,1,335,70,695,2061,546,0,0,6.277,200,59.523999999999994,325,0,26,3645,0,19,0,79,79,3427,0.0,76,63,218,44,0,21,18,3427,1646,24.939,0,109,66,2,29,11,88,2,0,1,1113,0,44,5494,12,78,12,6.5,30,0,12,0,78,16,0,12,23,13,8,1,61,2,8,0,-9,173,30,106,309,30,30.4,0,54,26,912,44,0,43,214,78,36.449,19,10,52.632,24,17,70.833,48,25,52.083,329,0,1015,417,623,11,6,185,12,58,1,0,6,23,136,60,88,274.0,41.0,0,12,0,1,4,71,686,84.0,373.0,0,0,1,0,0,0,0
4254d319-1bc7-4f81-b4ab-b5e6f3402b69 2013,2013,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,3,0,0,22,0,6,31,3,420,3.838,0,9,80,80,33,0,45,-100,6,1612,1026,2045,10.931,0,0,31,85,85,291,52,494,22,3181,1136,0,87,4.348,38.31,44.207,0,378.30000000000007,19,62,3333,393,6,3846,11.167,20,52,0,24,0,268,121,1136,2045,514,0,0,5.486000000000001,190,56.615,291,0,31,3181,0,12,0,85,85,2820,0.0,79,57,361,47,0,23,22,2820,811,23.853,1,0,34,0,16,16,69,4,2,1,452,0,41,4294,21,338,21,16.095,85,85,21,3,338,16,0,15,18,9,10,0,34,1,8,0,-38,157,37,75,269,29,30.379,0,54,23,881,31,0,31,221,69,31.221999999999998,22,8,36.364000000000004,20,15,75.0,37,19,51.351000000000006,252,0,927,350,535,13,7,161,21,54,0,0,6,17,138,73,85,255.0,35.0,1,7,2,2,5,56,675,86.0,310.0,0,0,0,0,0,0,0
e6aa13a4-0055-48a9-bc41-be28dc106929 2013,2013,e6aa13a4-0055-48a9-bc41-be28dc106929,1,2,0,0,26,0,11,40,3,321,3.885,0,7,50,50,51,0,36,-68,11,1247,659,2403,10.204,0,0,40,81,81,445,91,649,26,4541,2138,0,70,4.599,42.278999999999996,46.559,2,312.69999999999993,26,63,2875,251,2,3166,8.333,13,25,0,30,0,250,91,788,2403,659,0,0,6.439,202,67.527,445,0,40,4541,0,17,0,81,81,4243,0.0,89,93,298,44,0,19,26,4243,659,24.406999999999996,0,0,27,0,14,6,79,6,3,0,571,0,50,4836,10,176,10,17.6,71,71,10,2,176,16,0,13,17,11,11,1,64,2,4,0,0,227,39,64,330,27,31.296,0,53,24,845,39,0,39,207,89,42.995,14,6,42.857,26,17,65.385,52,27,51.923,305,0,940,333,519,13,10,135,10,33,0,0,3,17,126,58,59,231.0,32.0,0,18,0,0,2,50,635,60.0,256.0,0,0,1,1,0,0,0
f14bf5cc-9a82-4a38-bc15-d39f75ed5314 2013,2013,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,4,0,0,24,0,14,42,4,483,4.195,0,15,56,43,88,0,42,-72,14,2026,1170,1766,11.572000000000001,0,0,23,79,79,292,52,467,24,3379,1613,0,70,4.479,41.556999999999995,47.771,0,313.5,25,72,2909,335,5,3344,10.533,26,41,0,30,0,316,80,671,1766,473,0,0,6.433,197,61.733999999999995,292,0,23,3379,0,13,0,79,79,3043,0.0,88,54,336,43,0,20,24,3043,612,21.857,0,0,28,0,13,7,82,1,0,0,407,0,63,5305,20,234,20,11.7,45,45,20,4,234,16,0,11,12,6,10,0,-3,1,5,0,-8,169,28,122,319,27,34.0,1,55,24,884,42,0,42,208,91,43.75,13,10,76.923,26,19,73.077,50,29,58.0,281,0,896,373,574,11,9,198,20,71,0,0,4,15,108,67,105,409.0,60.0,0,12,1,0,2,49,615,92.0,480.0,0,0,0,0,0,0,0
0d855753-ea21-4953-89f9-0e20aff9eb73 2013,2013,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,0,0,39,0,10,49,0,391,3.767,0,22,38,9,59,0,45,-114,10,1473,754,2727,11.574000000000002,0,0,25,76,76,446,81,644,39,5162,2435,0,61,4.492,42.278999999999996,46.869,0,274.0,25,61,2579,180,5,2859,6.063,25,28,0,32,0,194,95,817,2722,651,0,0,7.555,172,68.51,446,0,25,5162,0,12,0,76,76,4918,0.0,104,85,244,37,0,26,39,4918,506,23.0,0,0,22,0,21,10,87,2,2,0,830,0,52,5572,12,169,12,14.083,43,0,12,0,169,16,0,13,12,7,7,0,43,1,3,0,-2,244,28,87,359,32,27.451999999999998,1,55,24,851,48,0,48,221,97,43.891000000000005,19,9,47.368,31,23,74.194,57,32,56.14,280,0,843,303,498,10,7,161,12,53,0,1,3,12,76,68,95,336.0,49.0,0,10,0,2,0,54,563,78.0,370.0,0,0,0,0,1,0,0
f0e724b0-4cbf-495a-be47-013907608da9 2013,2013,f0e724b0-4cbf-495a-be47-013907608da9,3,2,0,0,21,0,18,44,5,505,4.3580000000000005,0,17,51,34,92,0,61,-165,18,2201,1088,1871,13.155999999999999,0,0,26,64,64,244,49,411,21,3210,1339,0,79,4.47,41.696000000000005,48.152,0,353.09999999999985,27,62,3294,330,9,3804,8.914,32,40,0,35,0,312,103,845,1871,417,0,0,7.144,162,58.513000000000005,244,0,26,3210,0,8,0,64,64,2979,0.0,91,51,231,39,0,14,21,2979,726,22.688000000000002,0,0,32,0,27,23,92,0,0,0,1104,0,38,5949,18,278,18,15.444,89,89,18,2,278,16,1,12,20,10,11,3,44,3,7,0,14,148,23,115,286,36,32.417,0,56,32,1167,44,0,44,211,77,36.493,11,7,63.636,31,21,67.742,55,31,56.364,170,0,851,336,560,11,9,199,18,49,0,0,2,14,88,82,81,283.0,38.0,1,19,2,1,7,87,681,73.0,308.0,0,0,0,0,0,0,0
de760528-1dc0-416a-a978-b510d20692ff 2013,2013,de760528-1dc0-416a-a978-b510d20692ff,1,4,0,0,24,0,12,41,5,422,3.6489999999999996,0,21,80,80,53,0,39,-86,12,1540,873,2535,11.821,0,0,20,91,91,363,67,562,24,4291,1756,0,78,4.277,40.064,45.718,0,333.6,35,60,3125,321,6,3566,5.824,23,22,0,34,0,198,97,744,2535,574,0,0,6.972,183,63.24,363,0,20,4291,0,22,0,91,91,4002,0.0,83,70,289,41,0,16,24,4002,540,20.0,0,0,27,0,38,13,87,0,0,0,1298,0,33,5680,20,251,20,12.55,43,23,20,4,251,16,0,11,22,9,10,1,48,3,10,0,9,205,40,84,329,36,31.6,1,52,30,1106,37,0,37,210,74,35.238,9,5,55.556000000000004,27,20,74.074,50,26,52.0,109,0,795,367,610,11,8,194,20,86,2,0,5,23,90,102,115,337.0,47.0,2,17,2,0,7,77,686,93.0,426.0,0,0,3,0,1,1,0
3d08af9e-c767-4f88-a7dc-b920c6d2b4a8 2013,2013,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,1,3,0,0,27,0,14,45,4,509,4.2989999999999995,0,18,43,14,83,0,52,-130,14,2188,1183,1991,13.139000000000001,0,0,15,80,80,267,48,409,27,3508,1517,0,76,4.5,40.23,42.68899999999999,2,332.99999999999994,28,69,2977,82,5,3159,11.135,14,71,0,52,0,579,128,1183,1991,420,0,0,7.705,186,63.571000000000005,267,0,14,3508,0,9,0,80,80,3236,0.0,102,54,272,44,0,21,27,3236,698,21.151999999999997,0,0,33,0,35,18,94,0,0,1,1056,0,48,6118,28,385,28,13.75,58,58,28,3,385,16,0,17,26,10,11,1,20,4,12,0,-23,160,31,116,307,35,35.5,1,53,33,1207,44,0,44,204,76,37.255,11,6,54.545,34,24,70.58800000000001,57,32,56.14,324,0,900,303,494,14,9,199,28,72,2,1,10,12,74,91,99,297.0,44.0,2,27,1,2,4,53,576,70.0,332.0,0,0,1,0,0,0,0
768c92aa-75ff-4a43-bcc0-f2798c2e1724 2014,2014,768c92aa-75ff-4a43-bcc0-f2798c2e1724,1,0,1,1,23,1,7,34,3,402,3.687,0,11,53,30,57,0,39,-97,7,1482,818,1779,10.623,0,0,29,84,80,363,66,572,23,3856,2077,0,86,4.419,38.674,42.93,0,380.02,31,67,3326,246,6,3692,9.568,18,75,75,37,1,354,124,1031,1779,579,0,0,6.242000000000001,188,62.693999999999996,363,0,28,3856,0,13,0,84,80,3614,0.0,86,68,242,39,0,26,23,3614,770,23.333000000000002,0,102,33,1,19,14,85,3,0,1,639,0,49,5323,19,322,19,16.947,45,0,19,0,322,16,0,14,22,10,11,1,53,4,9,0,-10,186,22,65,273,38,34.514,1,58,34,1277,32,0,31,229,84,36.681,14,6,42.857,24,18,75.0,51,22,43.137,281,0,966,336,542,13,9,163,19,50,0,0,7,13,106,75,99,308.0,54.0,1,23,3,1,4,66,685,96.0,354.0,0,0,1,1,1,1,0
4809ecb0-abd3-451d-9c4a-92a90b83ca06 2014,2014,4809ecb0-abd3-451d-9c4a-92a90b83ca06,1,2,0,0,27,0,12,42,3,399,4.692,0,16,97,97,88,0,45,-118,12,1872,864,2190,10.32,0,0,29,50,32,394,88,593,27,4066,1876,0,59,4.101,39.293,46.345,1,237.84000000000003,21,60,2279,349,3,2688,8.16,19,32,0,25,0,204,81,635,2190,595,0,0,6.267,188,66.218,394,0,29,4066,0,12,0,50,32,3729,0.0,92,89,337,46,0,15,27,3729,1082,26.39,2,0,41,0,33,15,85,1,0,1,1237,0,37,5448,14,299,14,21.357,81,81,14,2,299,16,0,13,27,11,11,1,50,3,13,0,-10,226,36,99,361,37,27.857,2,53,29,975,41,0,41,200,80,40.0,19,7,36.842,34,21,61.765,68,35,51.471000000000004,193,0,887,333,538,12,11,184,14,51,0,0,10,15,110,54,74,211.0,39.0,3,11,5,1,3,78,694,76.0,294.0,0,0,0,0,1,1,0
5fee86ae-74ab-4bdd-8416-42a9dd9964f3 2014,2014,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,0,0,0,16,0,11,27,0,507,4.497,0,6,71,71,69,0,48,-89,11,2280,1198,1700,11.171,0,0,32,74,74,287,67,482,16,3206,1506,0,79,4.445,40.385,45.897,1,346.71999999999986,23,69,3150,250,9,3580,6.349,20,41,0,43,0,273,109,932,1700,498,0,0,5.916,175,57.631,287,0,31,3206,0,15,0,74,74,2946,0.0,75,68,260,47,0,31,16,2946,1342,23.138,0,0,58,0,30,20,74,1,0,0,1110,0,21,4655,6,36,6,6.0,25,0,6,0,36,16,0,9,25,9,7,0,2,5,11,0,-27,154,23,112,289,39,30.162,2,55,32,1116,23,0,23,234,91,38.889,16,9,56.25,19,11,57.895,47,17,36.17,316,0,932,340,520,7,4,136,6,57,0,1,9,17,98,56,108,310.0,45.0,1,28,0,1,5,68,616,69.0,318.0,0,0,4,0,0,0,0
97354895-8c77-4fd4-a860-32e62ea7382a 2014,2014,97354895-8c77-4fd4-a860-32e62ea7382a,2,0,0,2,34,1,13,52,3,438,3.943,0,21,43,6,86,0,39,-67,13,1727,898,2310,10.946,0,0,32,69,69,392,74,601,34,4291,1981,0,67,4.27,40.5,46.364,1,281.81,25,67,2673,267,6,3060,10.512,11,84,84,41,1,431,120,1080,2310,609,0,0,6.767,146,64.368,392,0,32,4291,0,9,0,69,69,4121,0.0,97,75,170,26,0,23,34,4121,693,22.355,0,0,31,0,23,16,99,0,0,1,955,0,53,6328,16,184,16,11.5,60,0,16,0,184,16,0,15,13,4,9,2,26,0,9,0,-4,228,37,96,361,37,33.595,0,53,35,1243,51,0,51,221,98,44.343999999999994,13,7,53.846000000000004,41,32,78.04899999999999,67,39,58.208999999999996,302,0,918,339,571,14,9,163,16,54,2,0,7,10,114,66,82,282.0,40.0,0,20,5,1,2,64,616,71.0,332.0,0,0,1,0,0,0,0
ad4ae08f-d808-42d5-a1e6-e9bc4e34d123 2014,2014,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,1,0,0,20,0,19,40,1,492,4.364,0,14,89,89,79,0,39,-85,19,2147,1179,1739,10.994000000000002,0,0,25,81,81,323,50,493,20,3551,1812,0,73,4.306,42.096000000000004,46.836000000000006,0,314.31,27,69,3073,226,6,3419,10.975,15,49,0,40,0,439,102,812,1739,503,0,0,6.801,152,64.215,323,0,25,3551,0,17,0,81,81,3421,0.0,84,52,130,23,0,20,20,3421,1241,27.578000000000003,0,0,45,0,37,15,81,1,0,0,1123,0,37,5316,20,161,20,8.05,31,30,20,1,161,16,0,7,20,9,6,0,0,3,8,0,-5,164,27,122,313,33,29.469,1,49,26,943,39,0,39,211,84,39.81,13,7,53.846000000000004,23,18,78.26100000000001,49,28,57.143,387,0,978,363,627,4,5,151,20,58,3,1,7,21,119,96,75,125.0,20.0,3,21,1,2,2,63,591,60.0,212.0,0,0,1,1,0,0,0
d5a2eb42-8065-4174-ab79-0a6fa820e35e 2014,2014,d5a2eb42-8065-4174-ab79-0a6fa820e35e,1,2,0,0,12,0,17,32,3,477,3.623,0,6,36,26,72,0,63,-164,17,1728,886,2134,13.423,0,0,22,81,81,274,41,499,12,3678,1544,0,93,4.29,39.183,44.29,0,398.96,25,59,3644,295,9,4119,6.704,25,37,0,27,0,181,116,932,2134,502,0,0,6.902,171,54.582,274,0,22,3678,0,16,0,81,81,3465,0.0,72,42,213,31,0,17,12,3465,801,21.649,0,0,37,0,25,16,71,0,0,0,695,0,40,4679,21,333,21,15.857000000000001,62,62,21,2,333,16,1,15,16,7,8,1,34,0,9,0,-12,179,27,88,294,32,28.484,1,52,25,883,30,0,30,207,61,29.469,14,5,35.714,25,18,72.0,49,24,48.98,398,0,1017,329,551,11,6,146,21,38,1,1,8,15,98,96,70,186.0,31.0,1,34,3,3,3,59,619,66.0,309.0,0,0,1,0,1,0,0
ebd87119-b331-4469-9ea6-d51fe3ce2f1c 2014,2014,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,1,1,1,27,0,16,46,2,448,4.507,0,17,52,20,89,0,41,-84,16,2019,922,2235,11.587,0,0,37,80,80,344,67,541,27,3986,1751,0,60,4.22,43.25,47.35,0,253.22000000000003,26,73,2595,166,4,2841,9.125,23,45,0,32,0,292,111,870,2235,554,0,0,6.894,214,62.093999999999994,344,0,37,3986,0,12,0,80,80,3819,0.0,91,70,167,19,0,21,27,3819,1077,28.342,0,108,38,1,21,14,88,2,0,1,601,0,60,5704,11,135,11,12.273,44,44,11,1,135,16,0,16,17,8,11,0,51,2,7,0,-12,194,38,113,345,34,30.485,1,55,29,1006,42,0,42,205,84,40.976000000000006,18,9,50.0,29,19,65.517,63,33,52.381,361,0,967,379,605,14,10,170,11,83,0,0,5,16,115,75,118,362.0,49.0,1,11,3,2,3,48,606,75.0,407.0,0,0,1,0,3,1,0
cb2f9f1f-ac67-424e-9e72-1475cb0ed398 2014,2014,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,1,4,0,0,33,1,10,49,6,423,4.1419999999999995,0,18,81,38,59,0,37,-100,10,1752,966,2716,12.158,0,0,29,94,94,411,91,601,33,4997,2281,0,62,4.332,38.803000000000004,43.738,1,264.26,20,74,2367,221,4,2668,10.031,16,71,71,32,1,321,103,834,2715,612,0,0,7.8839999999999995,153,67.157,411,0,29,4997,0,10,0,94,94,4825,0.0,103,92,172,33,0,5,33,4825,758,21.656999999999996,0,0,35,0,30,12,89,3,0,1,1249,0,32,5552,11,242,11,22.0,52,52,11,4,242,16,1,12,16,11,10,1,39,0,5,0,-56,243,38,98,379,32,31.063000000000002,0,53,29,994,45,0,45,208,93,44.711999999999996,10,5,50.0,30,20,66.667,55,29,52.727,276,0,862,349,533,11,9,153,11,67,0,0,5,17,104,54,83,194.0,33.0,1,25,0,1,1,71,586,61.0,282.0,0,0,4,4,0,0,0
