Key,Player Name,Player Team,Season,Position,Games Played,Games Started,Season Age,Rec Receptions,Rec Red Zone Targets,Rec Touchdowns,Rec Yards,Fumbles,Lost Fumbles,Rush Attempts,Rush Avg Yards,Rush Red Zone Attempts,Rush Scrambles,Rush Touchdowns,Rush Yards,Passing Completion Pct,Passing Hurries,Passing Interceptions,Passing Redzone Attempts,Passing Touchdowns,Passing Yards,Field Goal Attempts,Field Goal Longest,Field Goal Made,Field Goal Yards,Extra Pts Attempts,Extra Pts Made
90908a56-901b-466d-8689-943075da96fe 2015 4809ecb0-abd3-451d-9c4a-92a90b83ca06,Damien Williams,Dolphins,2015,RB,16,0,23,21.0,4.0,1.0,142.0,2.0,1.0,16.0,3.688,1.0,0.0,0.0,59.0,,,,,,,,,,,,
90908a56-901b-466d-8689-943075da96fe 2016 4809ecb0-abd3-451d-9c4a-92a90b83ca06,Damien Williams,Dolphins,2016,RB,15,0,24,23.0,4.0,3.0,249.0,1.0,1.0,35.0,3.286,5.0,0.0,3.0,115.0,,,,,,,,,,,,
90908a56-901b-466d-8689-943075da96fe 2017 4809ecb0-abd3-451d-9c4a-92a90b83ca06,Damien Williams,Dolphins,2017,RB,11,4,25,20.0,1.0,1.0,155.0,,,46.0,3.935,0.0,0.0,0.0,181.0,,,,,,,,,,,,
90908a56-901b-466d-8689-943075da96fe 2018 6680d28d-d4d2-49f6-aace-5292d3ec02c2,Damien Williams,Chiefs,2018,RB,16,3,26,23.0,4.0,2.0,160.0,1.0,1.0,50.0,5.12,8.0,0.0,4.0,256.0,,,,,,,,,,,,
39f70428-a78a-494c-8676-438d953c289e 2014 97354895-8c77-4fd4-a860-32e62ea7382a,James White,Patriots,2014,RB,3,0,22,5.0,0.0,0.0,23.0,0.0,0.0,9.0,4.222,1.0,0.0,0.0,38.0,,,,,,,,,,,,
39f70428-a78a-494c-8676-438d953c289e 2015 97354895-8c77-4fd4-a860-32e62ea7382a,James White,Patriots,2015,RB,14,1,23,40.0,6.0,4.0,410.0,,,22.0,2.545,5.0,0.0,2.0,56.0,,,,,,,,,,,,
39f70428-a78a-494c-8676-438d953c289e 2016 97354895-8c77-4fd4-a860-32e62ea7382a,James White,Patriots,2016,RB,16,4,24,60.0,3.0,5.0,551.0,0.0,0.0,39.0,4.256,3.0,0.0,0.0,166.0,,,,,,,,,,,,
39f70428-a78a-494c-8676-438d953c289e 2017 97354895-8c77-4fd4-a860-32e62ea7382a,James White,Patriots,2017,RB,14,4,25,56.0,4.0,3.0,429.0,,,43.0,3.977,6.0,0.0,0.0,171.0,,,,,,,,,,,,
39f70428-a78a-494c-8676-438d953c289e 2018 97354895-8c77-4fd4-a860-32e62ea7382a,James White,Patriots,2018,RB,16,3,26,87.0,12.0,7.0,751.0,,,94.0,4.521,5.0,0.0,5.0,425.0,,,,,,,,,,,,
59fc3367-5514-4616-a93c-06e4365b2293 2014 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,Jeremy Hill,Bengals,2014,RB,16,8,22,27.0,0.0,0.0,215.0,5.0,2.0,222.0,5.063,33.0,0.0,9.0,1124.0,,,,,,,,,,,,
59fc3367-5514-4616-a93c-06e4365b2293 2015 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,Jeremy Hill,Bengals,2015,RB,16,15,23,15.0,4.0,1.0,79.0,3.0,3.0,223.0,3.5610000000000004,36.0,0.0,11.0,794.0,,,,,,,,,,,,
59fc3367-5514-4616-a93c-06e4365b2293 2016 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,Jeremy Hill,Bengals,2016,RB,15,13,24,21.0,0.0,0.0,174.0,,,222.0,3.779,16.0,0.0,9.0,839.0,,,,,,,,,,,,
59fc3367-5514-4616-a93c-06e4365b2293 2017 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,Jeremy Hill,Bengals,2017,RB,7,7,25,4.0,0.0,0.0,16.0,1.0,0.0,37.0,3.135,0.0,0.0,0.0,116.0,,,,,,,,,,,,
59fc3367-5514-4616-a93c-06e4365b2293 2018 97354895-8c77-4fd4-a860-32e62ea7382a,Jeremy Hill,Patriots,2018,RB,1,0,26,1.0,0.0,0.0,6.0,,,4.0,6.25,0.0,0.0,0.0,25.0,,,,,,,,,,,,
40cd928f-f228-4ffd-8179-b27a12e14a44 2014 d5a2eb42-8065-4174-ab79-0a6fa820e35e,Isaiah Crowell,Browns,2014,RB,16,4,21,9.0,0.0,0.0,87.0,3.0,2.0,148.0,4.101,15.0,0.0,8.0,607.0,,,,,,,,,,,,
40cd928f-f228-4ffd-8179-b27a12e14a44 2015 d5a2eb42-8065-4174-ab79-0a6fa820e35e,Isaiah Crowell,Browns,2015,RB,16,9,22,19.0,1.0,1.0,182.0,,,185.0,3.816,29.0,0.0,4.0,706.0,,,,,,,,,,,,
40cd928f-f228-4ffd-8179-b27a12e14a44 2016 d5a2eb42-8065-4174-ab79-0a6fa820e35e,Isaiah Crowell,Browns,2016,RB,16,16,23,40.0,2.0,0.0,319.0,2.0,2.0,198.0,4.808,15.0,0.0,7.0,952.0,,,,,,,,,,,,
40cd928f-f228-4ffd-8179-b27a12e14a44 2017 d5a2eb42-8065-4174-ab79-0a6fa820e35e,Isaiah Crowell,Browns,2017,RB,16,16,24,28.0,2.0,0.0,182.0,1.0,1.0,206.0,4.141,5.0,0.0,2.0,853.0,,,,,,,,,,,,
40cd928f-f228-4ffd-8179-b27a12e14a44 2018 5fee86ae-74ab-4bdd-8416-42a9dd9964f3,Isaiah Crowell,Jets,2018,RB,13,6,25,21.0,1.0,0.0,152.0,0.0,0.0,143.0,4.79,8.0,0.0,6.0,685.0,,,,,,,,,,,,
cbf1cdba-d165-45f7-a695-5e0971dd9042 2014 82d2d380-3834-4938-835f-aec541e5ece7,Alfred Blue,Texans,2014,RB,16,3,23,15.0,2.0,1.0,113.0,0.0,0.0,169.0,3.124,16.0,0.0,2.0,528.0,,,,,,,,,,,,
cbf1cdba-d165-45f7-a695-5e0971dd9042 2015 82d2d380-3834-4938-835f-aec541e5ece7,Alfred Blue,Texans,2015,RB,16,9,24,15.0,1.0,1.0,109.0,2.0,1.0,183.0,3.814,20.0,0.0,2.0,698.0,,,,,,,,,,,,
cbf1cdba-d165-45f7-a695-5e0971dd9042 2016 82d2d380-3834-4938-835f-aec541e5ece7,Alfred Blue,Texans,2016,RB,14,2,25,12.0,0.0,0.0,40.0,2.0,1.0,100.0,4.2,3.0,0.0,1.0,420.0,,,,,,,,,,,,
cbf1cdba-d165-45f7-a695-5e0971dd9042 2017 82d2d380-3834-4938-835f-aec541e5ece7,Alfred Blue,Texans,2017,RB,11,0,26,7.0,2.0,0.0,54.0,0.0,0.0,71.0,3.69,1.0,0.0,1.0,262.0,,,,,,,,,,,,
cbf1cdba-d165-45f7-a695-5e0971dd9042 2018 82d2d380-3834-4938-835f-aec541e5ece7,Alfred Blue,Texans,2018,RB,16,2,27,20.0,2.0,0.0,154.0,0.0,0.0,150.0,3.327,3.0,0.0,2.0,499.0,,,,,,,,,,,,
4402b8d5-d6bf-43d0-9198-651506abba76 2014 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Kapri Bibbs,Broncos,2014,RB,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,
4402b8d5-d6bf-43d0-9198-651506abba76 2015 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Kapri Bibbs,Broncos,2015,RB,1,0,22,,,,,,,,,,,,,,,,,,,,,,,,
4402b8d5-d6bf-43d0-9198-651506abba76 2016 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Kapri Bibbs,Broncos,2016,RB,12,0,23,2.0,0.0,1.0,75.0,0.0,0.0,29.0,4.448,0.0,0.0,0.0,129.0,,,,,,,,,,,,
4402b8d5-d6bf-43d0-9198-651506abba76 2017 22052ff7-c065-42ee-bc8f-c4691c50e624,Kapri Bibbs,Redskins,2017,RB,3,0,24,14.0,0.0,1.0,128.0,,,21.0,3.762,1.0,0.0,0.0,79.0,,,,,,,,,,,,
4402b8d5-d6bf-43d0-9198-651506abba76 2018 22052ff7-c065-42ee-bc8f-c4691c50e624,Kapri Bibbs,Redskins,2018,RB,10,0,25,13.0,0.0,1.0,102.0,1.0,0.0,20.0,5.05,5.0,0.0,3.0,101.0,,,,,,,,,,,,
4402b8d5-d6bf-43d0-9198-651506abba76 2018 a20471b4-a8d9-40c7-95ad-90cc30e46932,Kapri Bibbs,Packers,2018,RB,2,0,25,3.0,0.0,0.0,13.0,,,1.0,2.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,
65f91b8b-6794-4273-bf42-4d00b5973ddd 2014 6680d28d-d4d2-49f6-aace-5292d3ec02c2,Charcandrick West,Chiefs,2014,RB,6,0,23,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
65f91b8b-6794-4273-bf42-4d00b5973ddd 2015 6680d28d-d4d2-49f6-aace-5292d3ec02c2,Charcandrick West,Chiefs,2015,RB,15,9,24,20.0,9.0,1.0,214.0,1.0,1.0,160.0,3.963,22.0,0.0,4.0,634.0,,,,,,,,,,,,
65f91b8b-6794-4273-bf42-4d00b5973ddd 2016 6680d28d-d4d2-49f6-aace-5292d3ec02c2,Charcandrick West,Chiefs,2016,RB,15,2,25,28.0,4.0,2.0,188.0,,,88.0,3.33,4.0,0.0,1.0,293.0,,,,,,,,,,,,
65f91b8b-6794-4273-bf42-4d00b5973ddd 2017 6680d28d-d4d2-49f6-aace-5292d3ec02c2,Charcandrick West,Chiefs,2017,RB,13,0,26,27.0,4.0,2.0,150.0,1.0,0.0,18.0,4.0,1.0,0.0,2.0,72.0,,,,,,,,,,,,
65f91b8b-6794-4273-bf42-4d00b5973ddd 2018 6680d28d-d4d2-49f6-aace-5292d3ec02c2,Charcandrick West,Chiefs,2018,RB,3,0,27,2.0,0.0,1.0,37.0,,,2.0,-0.5,0.0,0.0,0.0,-1.0,,,,,,,,,,,,
540f8b30-900e-4d17-8756-c262ba5fa039 2014 1c1cec48-6352-4556-b789-35304c1a6ae1,Latavius Murray,Raiders,2014,RB,15,3,24,17.0,1.0,0.0,143.0,1.0,0.0,82.0,5.171,10.0,0.0,2.0,424.0,,,,,,,,,,,,
540f8b30-900e-4d17-8756-c262ba5fa039 2015 1c1cec48-6352-4556-b789-35304c1a6ae1,Latavius Murray,Raiders,2015,RB,16,16,25,41.0,0.0,0.0,232.0,4.0,1.0,266.0,4.008,33.0,0.0,6.0,1066.0,,,,,,,,,,,,
540f8b30-900e-4d17-8756-c262ba5fa039 2016 1c1cec48-6352-4556-b789-35304c1a6ae1,Latavius Murray,Raiders,2016,RB,14,12,26,33.0,1.0,0.0,264.0,2.0,1.0,195.0,4.041,13.0,0.0,12.0,788.0,,,,,,,,,,,,
540f8b30-900e-4d17-8756-c262ba5fa039 2017 33405046-04ee-4058-a950-d606f8c30852,Latavius Murray,Vikings,2017,RB,16,11,27,15.0,0.0,0.0,103.0,1.0,0.0,216.0,3.898,13.0,0.0,8.0,842.0,,,,,,,,,,,,
540f8b30-900e-4d17-8756-c262ba5fa039 2018 33405046-04ee-4058-a950-d606f8c30852,Latavius Murray,Vikings,2018,RB,16,6,28,22.0,1.0,0.0,141.0,,,140.0,4.129,11.0,0.0,6.0,578.0,,,,,,,,,,,,
3d94860c-82db-43fd-aa99-3b72390111a4 2014 7b112545-38e6-483c-a55c-96cf6ee49cb8,Senorise Perry,Bears,2014,RB,16,0,23,1.0,0.0,0.0,-1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
3d94860c-82db-43fd-aa99-3b72390111a4 2017 4809ecb0-abd3-451d-9c4a-92a90b83ca06,Senorise Perry,Dolphins,2017,RB,16,0,26,1.0,0.0,0.0,3.0,0.0,0.0,8.0,3.75,0.0,0.0,0.0,30.0,,,,,,,,,,,,
3d94860c-82db-43fd-aa99-3b72390111a4 2018 4809ecb0-abd3-451d-9c4a-92a90b83ca06,Senorise Perry,Dolphins,2018,RB,16,0,27,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
2e50c78f-fa3b-48cf-8531-6eeddc93d88d 2014 e6aa13a4-0055-48a9-bc41-be28dc106929,Devonta Freeman,Falcons,2014,RB,16,0,22,30.0,5.0,1.0,225.0,1.0,1.0,65.0,3.815,3.0,0.0,1.0,248.0,,,,,,,,,,,,
2e50c78f-fa3b-48cf-8531-6eeddc93d88d 2015 e6aa13a4-0055-48a9-bc41-be28dc106929,Devonta Freeman,Falcons,2015,RB,15,13,23,73.0,14.0,3.0,578.0,3.0,2.0,265.0,3.985,47.0,0.0,11.0,1056.0,,,,,,,,,,,,
2e50c78f-fa3b-48cf-8531-6eeddc93d88d 2016 e6aa13a4-0055-48a9-bc41-be28dc106929,Devonta Freeman,Falcons,2016,RB,16,16,24,54.0,5.0,2.0,462.0,1.0,1.0,227.0,4.753,12.0,0.0,11.0,1079.0,,,,,,,,,,,,
2e50c78f-fa3b-48cf-8531-6eeddc93d88d 2017 e6aa13a4-0055-48a9-bc41-be28dc106929,Devonta Freeman,Falcons,2017,RB,14,14,25,36.0,3.0,1.0,317.0,4.0,1.0,196.0,4.413,12.0,0.0,7.0,865.0,,,,,,,,,,,,
2e50c78f-fa3b-48cf-8531-6eeddc93d88d 2018 e6aa13a4-0055-48a9-bc41-be28dc106929,Devonta Freeman,Falcons,2018,RB,2,2,26,5.0,0.0,0.0,23.0,,,14.0,4.857,2.0,0.0,0.0,68.0,,,,,,,,,,,,
3a29784c-832f-4e41-a4ac-71d4f9ad410c 2014 f0e724b0-4cbf-495a-be47-013907608da9,Carlos Hyde,49ers,2014,RB,14,0,24,12.0,5.0,0.0,68.0,1.0,1.0,83.0,4.012,19.0,0.0,4.0,333.0,,,,,,,,,,,,
3a29784c-832f-4e41-a4ac-71d4f9ad410c 2015 f0e724b0-4cbf-495a-be47-013907608da9,Carlos Hyde,49ers,2015,RB,7,7,25,11.0,1.0,0.0,53.0,1.0,0.0,115.0,4.087,17.0,0.0,3.0,470.0,,,,,,,,,,,,
3a29784c-832f-4e41-a4ac-71d4f9ad410c 2016 f0e724b0-4cbf-495a-be47-013907608da9,Carlos Hyde,49ers,2016,RB,13,13,26,27.0,3.0,3.0,163.0,5.0,3.0,217.0,4.553,11.0,0.0,6.0,988.0,,,,,,,,,,,,
3a29784c-832f-4e41-a4ac-71d4f9ad410c 2017 f0e724b0-4cbf-495a-be47-013907608da9,Carlos Hyde,49ers,2017,RB,16,16,27,59.0,5.0,0.0,350.0,2.0,1.0,240.0,3.908,14.0,0.0,8.0,938.0,,,,,,,,,,,,
3a29784c-832f-4e41-a4ac-71d4f9ad410c 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,Carlos Hyde,Browns,2018,RB,6,5,28,6.0,0.0,0.0,29.0,1.0,0.0,114.0,3.3510000000000004,12.0,0.0,5.0,382.0,,,,,,,,,,,,
3a29784c-832f-4e41-a4ac-71d4f9ad410c 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,Carlos Hyde,Jaguars,2018,RB,8,2,28,4.0,0.0,0.0,4.0,1.0,1.0,58.0,3.259,2.0,0.0,0.0,189.0,,,,,,,,,,,,
b040e601-ec40-4757-bf3d-71bf64ef99cf 2015 4809ecb0-abd3-451d-9c4a-92a90b83ca06,Raheem Mostert,Dolphins,2015,RB,1,0,23,,,,,,,,,,,,,,,,,,,,,,,,
b040e601-ec40-4757-bf3d-71bf64ef99cf 2015 d5a2eb42-8065-4174-ab79-0a6fa820e35e,Raheem Mostert,Browns,2015,RB,3,0,23,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
b040e601-ec40-4757-bf3d-71bf64ef99cf 2015 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,Raheem Mostert,Ravens,2015,RB,7,0,23,,,,,,,,,,,,,,,,,,,,,,,,
b040e601-ec40-4757-bf3d-71bf64ef99cf 2016 7b112545-38e6-483c-a55c-96cf6ee49cb8,Raheem Mostert,Bears,2016,RB,2,0,24,,,,,,,,,,,,,,,,,,,,,,,,
b040e601-ec40-4757-bf3d-71bf64ef99cf 2016 f0e724b0-4cbf-495a-be47-013907608da9,Raheem Mostert,49ers,2016,RB,1,0,24,,,,,,,1.0,6.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,
b040e601-ec40-4757-bf3d-71bf64ef99cf 2017 f0e724b0-4cbf-495a-be47-013907608da9,Raheem Mostert,49ers,2017,RB,11,0,25,,,,,1.0,1.0,6.0,5.0,0.0,0.0,0.0,30.0,,,,,,,,,,,,
b040e601-ec40-4757-bf3d-71bf64ef99cf 2018 f0e724b0-4cbf-495a-be47-013907608da9,Raheem Mostert,49ers,2018,RB,9,0,26,6.0,0.0,0.0,25.0,1.0,1.0,34.0,7.676,1.0,0.0,1.0,261.0,,,,,,,,,,,,
bb78a66a-a8ec-4294-8858-c7e5a1d15106 2015 4809ecb0-abd3-451d-9c4a-92a90b83ca06,Jay Ajayi,Dolphins,2015,RB,9,0,22,7.0,1.0,0.0,90.0,,,49.0,3.816,10.0,0.0,1.0,187.0,,,,,,,,,,,,
bb78a66a-a8ec-4294-8858-c7e5a1d15106 2016 4809ecb0-abd3-451d-9c4a-92a90b83ca06,Jay Ajayi,Dolphins,2016,RB,15,12,23,27.0,2.0,0.0,151.0,4.0,1.0,260.0,4.892,11.0,0.0,8.0,1272.0,,,,,,,,,,,,
bb78a66a-a8ec-4294-8858-c7e5a1d15106 2017 4809ecb0-abd3-451d-9c4a-92a90b83ca06,Jay Ajayi,Dolphins,2017,RB,7,7,24,14.0,0.0,0.0,67.0,1.0,1.0,138.0,3.37,2.0,0.0,0.0,465.0,,,,,,,,,,,,
bb78a66a-a8ec-4294-8858-c7e5a1d15106 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,Jay Ajayi,Eagles,2017,RB,7,1,24,10.0,2.0,1.0,91.0,2.0,1.0,70.0,5.829,1.0,0.0,1.0,408.0,,,,,,,,,,,,
bb78a66a-a8ec-4294-8858-c7e5a1d15106 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,Jay Ajayi,Eagles,2018,RB,4,3,25,5.0,0.0,0.0,20.0,1.0,1.0,45.0,4.089,6.0,0.0,3.0,184.0,,,,,,,,,,,,
31c376b7-2e10-473a-aa54-d9f709a5b93e 2015 d5a2eb42-8065-4174-ab79-0a6fa820e35e,Duke Johnson Jr.,Browns,2015,RB,16,7,22,61.0,9.0,2.0,534.0,1.0,0.0,104.0,3.644,10.0,0.0,0.0,379.0,,,,,,,,,,,,
31c376b7-2e10-473a-aa54-d9f709a5b93e 2016 d5a2eb42-8065-4174-ab79-0a6fa820e35e,Duke Johnson Jr.,Browns,2016,RB,16,1,23,53.0,2.0,0.0,514.0,2.0,1.0,73.0,4.904,3.0,0.0,1.0,358.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
31c376b7-2e10-473a-aa54-d9f709a5b93e 2017 d5a2eb42-8065-4174-ab79-0a6fa820e35e,Duke Johnson Jr.,Browns,2017,RB,16,0,24,74.0,3.0,3.0,693.0,4.0,2.0,82.0,4.244,4.0,0.0,4.0,348.0,,,,,,,,,,,,
31c376b7-2e10-473a-aa54-d9f709a5b93e 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,Duke Johnson Jr.,Browns,2018,RB,16,2,25,47.0,3.0,3.0,429.0,1.0,0.0,40.0,5.025,2.0,0.0,0.0,201.0,,,,,,,,,,,,
9173225c-4e88-4c87-ad78-41aa0d00a1be 2015 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,Javorius Allen,Ravens,2015,RB,16,6,24,45.0,10.0,2.0,353.0,2.0,2.0,137.0,3.752,20.0,0.0,1.0,514.0,,,,,,,,,,,,
9173225c-4e88-4c87-ad78-41aa0d00a1be 2016 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,Javorius Allen,Ravens,2016,RB,8,0,25,3.0,0.0,0.0,15.0,,,9.0,3.778,0.0,0.0,0.0,34.0,,,,,,,,,,,,
9173225c-4e88-4c87-ad78-41aa0d00a1be 2017 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,Javorius Allen,Ravens,2017,RB,16,0,26,46.0,3.0,2.0,250.0,,,153.0,3.863,8.0,0.0,4.0,591.0,,,,,,,,,,,,
9173225c-4e88-4c87-ad78-41aa0d00a1be 2018 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,Javorius Allen,Ravens,2018,RB,14,0,27,35.0,5.0,2.0,196.0,1.0,1.0,41.0,2.6830000000000003,9.0,0.0,3.0,110.0,,,,,,,,,,,,
af944a80-eba7-479d-b3b1-73279abdc67a 2015 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,Corey Grant,Jaguars,2015,RB,6,0,24,2.0,1.0,0.0,13.0,1.0,1.0,6.0,0.333,0.0,0.0,0.0,2.0,,,,,,,,,,,,
af944a80-eba7-479d-b3b1-73279abdc67a 2016 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,Corey Grant,Jaguars,2016,RB,11,1,25,4.0,1.0,1.0,35.0,,,32.0,5.125,0.0,0.0,1.0,164.0,,,,,,,,,,,,
af944a80-eba7-479d-b3b1-73279abdc67a 2017 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,Corey Grant,Jaguars,2017,RB,16,0,26,3.0,0.0,0.0,41.0,1.0,1.0,30.0,8.267000000000001,1.0,0.0,2.0,248.0,,,,,,,,,,,,
af944a80-eba7-479d-b3b1-73279abdc67a 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,Corey Grant,Jaguars,2018,RB,5,1,27,9.0,1.0,0.0,67.0,,,13.0,3.077,0.0,0.0,0.0,40.0,,,,,,,,,,,,
d28afbc1-16c0-4012-b24a-1bd99817e8a9 2015 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,T.J. Yeldon,Jaguars,2015,RB,12,12,22,36.0,4.0,1.0,279.0,,,182.0,4.066,22.0,0.0,2.0,740.0,,,,,,,,,,,,
d28afbc1-16c0-4012-b24a-1bd99817e8a9 2016 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,T.J. Yeldon,Jaguars,2016,RB,15,13,23,50.0,4.0,1.0,312.0,2.0,1.0,130.0,3.577,3.0,0.0,1.0,465.0,,,,,,,,,,,,
d28afbc1-16c0-4012-b24a-1bd99817e8a9 2017 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,T.J. Yeldon,Jaguars,2017,RB,10,0,24,30.0,0.0,0.0,224.0,2.0,1.0,49.0,5.1629999999999985,1.0,0.0,2.0,253.0,,,,,,,,,,,,
d28afbc1-16c0-4012-b24a-1bd99817e8a9 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,T.J. Yeldon,Jaguars,2018,RB,14,5,25,55.0,6.0,4.0,487.0,1.0,1.0,104.0,3.981,6.0,0.0,1.0,414.0,,,,,,,,,,,,
37339e36-741c-4c1c-a9ab-bd89ed866fa0 2015 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Rod Smith,Seahawks,2015,RB,1,0,23,,,,,,,2.0,2.5,0.0,0.0,0.0,5.0,,,,,,,,,,,,
37339e36-741c-4c1c-a9ab-bd89ed866fa0 2016 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,Rod Smith,Cowboys,2016,RB,7,0,24,1.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,
37339e36-741c-4c1c-a9ab-bd89ed866fa0 2018 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,Rod Smith,Cowboys,2018,RB,16,1,26,9.0,0.0,0.0,60.0,,,44.0,2.886,0.0,0.0,1.0,127.0,,,,,,,,,,,,
6512b90e-d6b3-4719-bb0c-a75f97673f37 2015 7b112545-38e6-483c-a55c-96cf6ee49cb8,Jeremy Langford,Bears,2015,RB,16,2,24,22.0,7.0,1.0,279.0,,,148.0,3.628,17.0,0.0,6.0,537.0,,,,,,,,,,,,
6512b90e-d6b3-4719-bb0c-a75f97673f37 2016 7b112545-38e6-483c-a55c-96cf6ee49cb8,Jeremy Langford,Bears,2016,RB,12,3,25,19.0,0.0,0.0,142.0,2.0,2.0,62.0,3.2260000000000004,4.0,0.0,4.0,200.0,,,,,,,,,,,,
6512b90e-d6b3-4719-bb0c-a75f97673f37 2018 e6aa13a4-0055-48a9-bc41-be28dc106929,Jeremy Langford,Falcons,2018,RB,1,0,27,,,,,,,9.0,2.778,1.0,0.0,0.0,25.0,,,,,,,,,,,,
2a4de276-55bd-4756-9fa5-89fe30f5304f 2015 c5a59daa-53a7-4de0-851f-fb12be893e9e,Zach Zenner,Lions,2015,RB,6,1,24,2.0,0.0,0.0,11.0,,,17.0,3.529,1.0,0.0,0.0,60.0,,,,,,,,,,,,
2a4de276-55bd-4756-9fa5-89fe30f5304f 2016 c5a59daa-53a7-4de0-851f-fb12be893e9e,Zach Zenner,Lions,2016,RB,14,4,25,18.0,0.0,0.0,196.0,1.0,1.0,88.0,3.795,7.0,0.0,4.0,334.0,,,,,,,,,,,,
2a4de276-55bd-4756-9fa5-89fe30f5304f 2017 c5a59daa-53a7-4de0-851f-fb12be893e9e,Zach Zenner,Lions,2017,RB,8,0,26,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.857,1.0,0.0,1.0,26.0,,,,,,,,,,,,
2a4de276-55bd-4756-9fa5-89fe30f5304f 2018 c5a59daa-53a7-4de0-851f-fb12be893e9e,Zach Zenner,Lions,2018,RB,8,1,27,7.0,0.0,0.0,56.0,,,55.0,4.8180000000000005,4.0,0.0,3.0,265.0,,,,,,,,,,,,
c5e430c5-7a8e-4e29-b30f-1a527f05cb89 2015 c5a59daa-53a7-4de0-851f-fb12be893e9e,Ameer Abdullah,Lions,2015,RB,16,9,22,25.0,5.0,1.0,183.0,5.0,2.0,143.0,4.175,11.0,0.0,2.0,597.0,,,,,,,,,,,,
c5e430c5-7a8e-4e29-b30f-1a527f05cb89 2016 c5a59daa-53a7-4de0-851f-fb12be893e9e,Ameer Abdullah,Lions,2016,RB,2,2,23,5.0,0.0,1.0,57.0,,,18.0,5.6110000000000015,1.0,0.0,0.0,101.0,,,,,,,,,,,,
c5e430c5-7a8e-4e29-b30f-1a527f05cb89 2017 c5a59daa-53a7-4de0-851f-fb12be893e9e,Ameer Abdullah,Lions,2017,RB,14,11,24,25.0,3.0,1.0,162.0,2.0,1.0,165.0,3.345,11.0,0.0,4.0,552.0,,,,,,,,,,,,
c5e430c5-7a8e-4e29-b30f-1a527f05cb89 2018 c5a59daa-53a7-4de0-851f-fb12be893e9e,Ameer Abdullah,Lions,2018,RB,3,0,25,2.0,0.0,0.0,18.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
c5e430c5-7a8e-4e29-b30f-1a527f05cb89 2018 33405046-04ee-4058-a950-d606f8c30852,Ameer Abdullah,Vikings,2018,RB,7,0,25,1.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,
0c39e276-7a5b-448f-a696-532506f1035a 2015 a20471b4-a8d9-40c7-95ad-90cc30e46932,Ty Montgomery,Packers,2015,RB,6,3,22,15.0,4.0,2.0,136.0,,,3.0,4.667,0.0,0.0,0.0,14.0,,,,,,,,,,,,
0c39e276-7a5b-448f-a696-532506f1035a 2016 a20471b4-a8d9-40c7-95ad-90cc30e46932,Ty Montgomery,Packers,2016,RB,15,6,23,44.0,2.0,0.0,348.0,2.0,1.0,77.0,5.935,4.0,0.0,3.0,457.0,,,,,,,,,,,,
0c39e276-7a5b-448f-a696-532506f1035a 2017 a20471b4-a8d9-40c7-95ad-90cc30e46932,Ty Montgomery,Packers,2017,RB,8,5,24,23.0,2.0,1.0,173.0,,,71.0,3.845,4.0,0.0,3.0,273.0,,,,,,,,,,,,
